Titel	Werktitel	Verfasser	Verlag	Verlagsort	Erscheinungsjahr	Erscheinungstermin	ISBN	Auflage	Preis	Seiten	Maß	Begleitmaterial	Reihe	Fußnote	Parallele Ausgabe	Hochschulschriftenvermerk	Datenträger	Wochenverzeichnisnummer	DDC-Sachgruppe	Schlagworte	Vollständige DDC-Notation	Inhaltsverzeichnis	Inhaltstext	Links	Desiderat
Art. 660-697m OR : die Aktiengesellschaft, Rechte und Pflichten der Aktionäre	-	herausgegeben von Lukas Handschin, Peter Jung ; bearbeitet von Rashid Bahar [und 9 weiteren]	Schulthess	Zürich; Basel; Genf	2021	-	9783725572137; 3725572135	2., völlig neu bearbeitete Auflage	(Gewebe)	XXXVI, 1696 Seiten	25 cm	-	Zürcher Kommentar. Obligationenrecht	Umschlagtitel: Die @Aktiengesellschaft	-	-	Band	22,A12	340	Aktiengesellschaft; Aktionär; Rechtsstellung; Rechtspflicht	346.4940668	https://d-nb.info/1246884194/04	-	-	-
Internetrecht : ein Grundriss	-	Thomas Hoeren	De Gruyter	Berlin	2021	-	9783110676846; 3110676842	4., neu bearbeitete Auflage	(Broschur : EUR 49.95 (DE), EUR 49.95 (AT))	XVII, 625 Seiten	23 cm, 923 g	-	De Gruyter Studium	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12	340	Internet; Recht	343.4309944	https://d-nb.info/1243204184/04	-	-	-
Ausfuhrliste und EG-Dual-use-Verordnung	-	-	Mendel	Bochum, Deutschland	2021	-	9783943011135	Anlage AL zur Außenwirtschaftsverordnung (AWV) vom 2.8.2013, zuletzt geändert durch 16. Verordnung zur Änderung der Außenwirtschaftsverordnung vom 26.10.2020 (BAnz. AT 28.10.2020 V1), Verordnung (EG) Nr. 428/2009 vom 5.5.2009, zuletzt geändert durch die VO (EU) Nr. 2020/2171 vom 16.12.2020 (ABI. (EU) L 432, S. 4 vom 21.12.2020)	(Broschur)	438 Seiten	25 cm	-	Außenwirtschaftsreihe	-	-	-	Band	22,A12	340; 380	Deutschland; Ausfuhrliste	343.430870263	https://d-nb.info/1227128584/04	-	-	-
Die betont supranationale Rechtsform : von der SPE zur SES	-	Fabian D. Appadoo	Nomos	Baden-Baden	2021	-	9783848784431; 3848784432	1. Auflage	(Broschur : EUR 79.00 (DE))	288 Seiten	23 cm, 426 g	-	Heidelberger Schriften zum Wirtschaftsrecht und Europarecht ; Band 105	-	Erscheint auch als: Online-Ausgabe	Dissertation; Ruprecht-Karls-Universität Heidelberg2021	Band	22,A12; 22,N04	340	Europäische Union; Europäische Privatgesellschaft; Reform	346.240668	https://d-nb.info/1249858984/04	http://deposit.dnb.de/cgi-bin/dokserv?id=b9665b531af44783a35ed6a3dc8571cf&prov=M&dok_var=1&dok_ext=htm	-	-
Auf dem Weg zu einem modernen Rechtsstaat : Tagungsband Liberale Rechtstagung 2021	-	Mirko Andreas Bange (Hrsg.)	Cuvillier Verlag	Göttingen	2021	-	9783736975248; 3736975244	1. Auflage	(Broschur : EUR 44.90 (DE), EUR 46.20 (AT))	X, 166 Seiten	21 cm	-	-	-	-	-	Band	22,A12; 21,N48	340	Rechtsstaat; Justizpolitik	340.1150943	https://d-nb.info/1246298058/04	-	-	-
Ihre neuen Möglichkeiten bei Homeoffice & Digitalisierung im PersVG, MAVO und MVG-EKD	-	Autorin: Maria Markatou	ADIUVA Verlag, ein Unternehmensbereich der VNR Verlag für die Deutsche Wirtschaft	Bonn	2021	-	9783812537841; 3812537842	-	(Broschur : EUR 53.45 (DE), EUR 55.00 (AT))	135 Seiten	21 cm, 210 g	-	-	-	-	-	Band	22,A12; 21,N47	340	Telearbeit; Arbeitsrecht; Datenschutz; Personalvertretungsrecht	344.43012568; 342.430858	https://d-nb.info/1246097419/04	-	-	-
Zur Integration staatlicher und europäischer Verfassungsidentität : das europäische Demokratieprinzip des Art. 2 EUV als Maßstab der europäischen Vertragsänderungsverfahren?	-	Martin Mlynarski	Mohr Siebeck	Tübingen	2021	-	9783161610509; 3161610504	-	(Broschur : EUR 94.00 (DE))	XXI, 422 Seiten	24 cm, 667 g	-	Studien zum europäischen und deutschen öffentlichen Recht ; 37	-	Erscheint auch als: Online-Ausgabe	Dissertation; Humboldt-Universität zu Berlin2021	Band	22,A12; 21,N47	340	Europäische Union; Europäische Integration; Vertragsänderung; Verfassungsidentität; Staatsrechtswissenschaft; Methodenstreit; Rechtsvergleich	341.2422; 342.4303; 342.4403	https://d-nb.info/1245950738/04	http://deposit.dnb.de/cgi-bin/dokserv?id=ef18efb37ef04fcfa20f1b5b9e61c08a&prov=M&dok_var=1&dok_ext=htm	-	-
Finanzmarktrecht	-	-	LexisNexis	Wien	2021	-	9783700778899; 3700778899	39. Auflage, Stand 1.11.2021	(Broschur : EUR 81.00 (DE), EUR 64.80 (DE) (Sonderpreis: Abopreis), EUR 81.00 (AT), EUR 64.80 (AT) (Sonderpreis: Abopreis), CHF 98.70 (freier Preis), CHF 78.96 (freier Sonderpreis: Abopreis))	1152 Seiten	23 cm, 1060 g	-	Kodex des österreichischen Rechts	-	-	-	Band	22,A12; 21,N47	340	-	-	https://d-nb.info/1245875396/04	http://deposit.dnb.de/cgi-bin/dokserv?id=016ec74bdafa4368947a97252a562039&prov=M&dok_var=1&dok_ext=htm	-	-
Wasserrecht	Wasserrecht	[Österreich] ; bearbeitet von MR Dipl.-Ing. Dr. Friedrich Hefler	LexisNexis	Wien	2021	-	9783700780267; 3700780265	25. Auflage, Stand 1.11.2021	(Broschur : EUR 97.00 (DE), EUR 77.60 (DE) (Sonderpreis: Abopreis), EUR 97.00 (AT), EUR 77.60 (AT) (Sonderpreis: Abopreis), CHF 118.19 (freier Preis), CHF 94.56 (freier Sonderpreis: Abopreis))	1809 Seiten	23 cm	-	Kodex des österreichischen Rechts	-	-	-	Band	22,A12; 21,N46	340	Österreich; Europäische Union; Wasserrecht	343.43609240263; 343.2409240263	https://d-nb.info/1245547046/04	http://deposit.dnb.de/cgi-bin/dokserv?id=d8ec6a5316c94bf580afdeb47994cc3d&prov=M&dok_var=1&dok_ext=htm	-	-
EU-Chemikalienrecht	EU-Chemikalienrecht	[Europäische Union] ; bearbeitet von Mag. Franz Weinberger, Bundesministerium für Klimaschutz, Umwelt, Energie, Mobilität, Innovation und Technologie	LexisNexis	Wien	2021	-	9783700778660; 370077866X	13. Auflage, Stand 1.11.2021	(Broschur : EUR 95.00 (DE), EUR 76.00 (DE) (Sonderpreis: Abopreis, Hörerscheinpreis), EUR 95.00 (AT), EUR 76.00 (AT) (Sonderpreis: Abopreis, Hörerscheinpreis), CHF 115.76 (freier Preis), CHF 92.61 (freier Sonderpreis: Abopreis, Hörerscheinpreis))	1035 Seiten	23 cm, 840 g	-	Kodex des europäischen Rechts; Kodex des österreichischen Rechts	-	-	-	Band	22,A12; 21,N46	340	Europäische Union; Chemikalienrecht	344.2404240263	https://d-nb.info/1245545167/04	http://deposit.dnb.de/cgi-bin/dokserv?id=3a84175a356547e0b087225d8d0b739b&prov=M&dok_var=1&dok_ext=htm	-	-
Einstweilige Verfügungen im liechtensteinischen Recht : ein Rechtsvergleich mit Österreich	-	von Dr. Philipp S. Benda	MANZ'sche Verlags- und Universitätsbuchhandlung	Wien	2021	-	9783214021467; 321402146X	-	(Broschur : circa EUR 48.00 (DE), circa EUR 48.00 (AT))	XVIII, 191 Seiten	23 cm, 314 g	-	Manzwissenschaft	-	-	Dissertation; Leopold-Franzens-Universität Innsbruck2021	Band	22,A12; 21,N46	340	Einstweilige Verfügung; Rechtsvergleich	347.436077	https://d-nb.info/124546714X/04	-	-	-
Funktionen von Verfassungsidentität als gerichtliches Konzept in der Europäischen Union	-	Kassandra Wetz	Mohr Siebeck	Tübingen	2021	-	9783161611162; 3161611160	-	(Broschur : EUR 84.00 (DE))	XII, 374 Seiten	24 cm, 582 g	-	Verfassungsentwicklung in Europa ; 18	-	Erscheint auch als: Online-Ausgabe	Dissertation; Justus-Liebig-Universität Gießen2021	Band	22,A12; 21,N46	340	Europäischer Gerichtshof; Deutschland; Frankreich; Spanien; Polen; Tschechische Republik; Ungarn; Rechtsprechung; Verfassungsidentität; Rechtsvergleich	342.2402; 342.4302; 342.4402	https://d-nb.info/124538936X/04	http://deposit.dnb.de/cgi-bin/dokserv?id=b1570371c8be4c60ac50edfeddcb77b8&prov=M&dok_var=1&dok_ext=htm	-	-
Developing a carbon market : EU ETS implementation in Germany and its transfer potential for Brazil	-	Natascha Trennepohl	Tectum Verlag	Baden-Baden	2021	-	9783828847231; 3828847234	1st edition	(Broschur : EUR 44.00 (DE), EUR 45.30 (AT))	XVIII, 172 Seiten	21 cm, 291 g	-	-	-	Erscheint auch als: Online-Ausgabe	Dissertation; Humboldt-Universität zu Berlin2021	Band	22,A12; 21,N46	340; 333.7	Carbon pricing; Umweltzertifikathandel; Europäische Union; Rechtsvergleich	344.240463; 344.430463; 344.810463	https://d-nb.info/1245388126/04	http://deposit.dnb.de/cgi-bin/dokserv?id=30bff95a73814294885fb4f9257a2b26&prov=M&dok_var=1&dok_ext=htm	-	-
Konkurrenz um Menschenrechte : der Kalte Krieg und die Entstehung des UN-Menschenrechtsschutzes von 1965-1993	-	Peter Ridder	Vandenhoeck & Ruprecht	Göttingen	2021	-	9783525352236; 3525352239	-	(Festeinband : EUR 70.00 (DE), EUR 72.00 (AT))	382 Seiten	24 cm, 801 g	-	-	-	Erscheint auch als: Online-Ausgabe	Dissertation; Universität Köln2018	Band	22,A12; 21,N45	340; 940	Vereinte Nationen; Menschenrecht; Rechtsschutz; Entstehung; Ost-West-Konflikt	341.48	https://d-nb.info/1245234900/04	-	-	-
Steiermärkisches Gemeinderecht	Steiermärkisches Gemeinderecht	[Steiermark] ; bearbeitet von Mag. Wolfgang Wlattnig (Amt der Steiermärkischen Landesregierung) und Mag. Christian Koch (Amt der Steiermärkischen Landesregierung) und Mag. Gunter Henning (Steuerberater)	LexisNexis	Wien	2021	-	9783700778271; 3700778279	Stand 1.11.2021	(Broschur : EUR 87.00 (DE), EUR 69.60 (DE) (Sonderpreis: Abopreis), EUR 87.00 (AT), EUR 69.60 (AT) (Sonderpreis: Abopreis), CHF 106.01 (freier Preis), CHF 84.81 (freier Sonderpreis: Abopreis))	1221, XLI Seiten	23 cm, 766 g	-	Kodex des österreichischen Rechts	-	-	-	Band	22,A12; 21,N45	340	Kommunalrecht	342.4365090263	https://d-nb.info/124515253X/04	http://deposit.dnb.de/cgi-bin/dokserv?id=e65275cb4894410496912f95c308c446&prov=M&dok_var=1&dok_ext=htm	-	-
Übersicht über die Arbeitsverhältnisse im österreichischen Kohlebergbau nach dem Allgemeinen Berggesetz von 23. Mai 1854 : Arbeitsverhältnis, Arbeitszeit, Löhne und Unfallentwicklung	-	-	literates-Verlag Rosowski & Rosowski GbR	Brüggen	2021	-	9783943360967; 3943360962	-	(Broschur : EUR 19.90 (DE), EUR 20.50 (AT))	190 Seiten	22 cm	-	-	-	-	-	Band	22,A12; 21,N45	340; 330	Kohlenbergbau; Bergmann; Arbeitsbedingungen; Soziale Situation; Arbeitsrecht; Bergrecht	343.4360775209034; 331.2042233409436	https://d-nb.info/1244843776/04	-	-	-
Die Bankgarantie : Grundlagen, Abruf und Abgrenzung zur Bürgschaft	-	von Dr. Katja Kornfehl	MANZ'sche Verlags- und Universitätsbuchhandlung	Wien	2021	-	9783214025403; 3214025406	-	(Broschur)	XXI, 173 Seiten	23 cm, 289 g	-	Manzwissenschaft	-	-	Dissertation; Universität Wien2021	Band	22,A12; 21,N44	340	Bankgarantie	346.43608217; 346.436025	https://d-nb.info/1244561126/04	-	-	-
Überblick über das europäische und österreichische Wettbewerbsrecht : Kartellverbot - Missbrauchsverbot - Fusionskontrolle - Verfahren	-	Johannes Barbist, Regina Kröll, Anian Gruber, Marie-Thérèse Granbichler	Studia Verlag	Innsbruck	2021	-	9783991050179; 399105017X	6. erweiterte und überarbeitete Auflage einschließlich der Änderungen durch KaWeRÄG 2021	(Broschur : EUR 14.20 (DE), EUR 14.20 (AT))	71 Seiten	24 cm, 255 g	-	-	-	-	-	Band	22,A12; 21,N44	340	Europäische Union; Wettbewerbsrecht	343.240721; 343.4360721	https://d-nb.info/1244560057/04	http://deposit.dnb.de/cgi-bin/dokserv?id=1e896b73f43f41d5b04a22b32b086908&prov=M&dok_var=1&dok_ext=htm	-	-
Legal Tech : information technology tools in the administration of justice	-	Dariusz Szostek, Mariusz Zatucki (eds.)	Nomos	Baden-Baden	2021	-	9783848778799; 3848778793	1st edition	(Festeinband : circa EUR 148.00 (DE))	675 Seiten	23 cm, 1018 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 21,N44	340	Rechtspflege; Anwaltspraxis; Neue Technologie; Rechtsinformatik	340.0285	https://d-nb.info/1244544620/04	http://deposit.dnb.de/cgi-bin/dokserv?id=9284ad2309cf475ca23578972bdbf4a6&prov=M&dok_var=1&dok_ext=htm	-	-
Freiheit der Advokatur : die Singularzulassung beim Bundesgerichtshof im Wandel der Zeit	-	Philipp Heinrichs	Nomos	Baden-Baden	2021	-	9783848785797; 384878579X	1. Auflage	(Broschur : circa EUR 142.00 (DE))	497 Seiten	23 cm, 721 g	-	Münsterische Beiträge zur Rechtswissenschaft ; Neue Folge, Band 64	-	Erscheint auch als: Online-Ausgabe	Dissertation; Westfälische Wilhelms-Universität Münster2021	Band	22,A12; 21,N44	340	Europäische Union; Deutschland; Rechtsanwaltschaft bei dem Bundesgerichtshof; Zulassung; Berufsfreiheit; Gleichheitssatz; Grundfreiheiten; Faires Verfahren; Berufsrecht	340.0234; 340.02343	https://d-nb.info/1244543748/04	http://deposit.dnb.de/cgi-bin/dokserv?id=514434e7447740e3bcbf12faec479ddb&prov=M&dok_var=1&dok_ext=htm	-	-
Digitalisierung im Gesellschaftsrecht : die elektronische Gründung von Kapitalgesellschaften nach dem EU-Company Law Package	-	Charlotte Weber	Nomos	Baden-Baden	2021	-	9783848786909; 3848786907	1. Auflage	(Broschur : circa EUR 92.00 (DE))	324 Seiten	23 cm, 477 g	-	Düsseldorfer rechtswissenschaftliche Schriften ; Band 172	-	Erscheint auch als: Online-Ausgabe	Dissertation; Heinrich-Heine-Universität Düsseldorf2021	Band	22,A12; 21,N44	340	GmbH; Unternehmensgründung; Internet; Europäische Union; Transformation; Deutschland	340.96626094; 346.966260943	https://d-nb.info/1244542938/04	http://deposit.dnb.de/cgi-bin/dokserv?id=108c6958c65b41f8887632d0449a0265&prov=M&dok_var=1&dok_ext=htm	-	-
Beiträge zu aktuellen Themen an der Schnittstelle zwischen Recht und Betriebswirtschaft	-	-	Schulthess	Zürich; Basel; Genf	2021	-	9783725583744; 3725583749	-	(Broschur : CHF 89.00 (freier Preis))	VIII, 256 Seiten	23 cm, 438 g	-	Schriftenreihe Law & management ; Band 11. [...], Praxis	-	-	-	Band	22,A12; 21,N44	340; 650	-	-	https://d-nb.info/124454048X/04	-	-	-
Lauterkeitsrechtliche Haftung beim Betrieb von Internet-Bewertungsportalen : eine Untersuchung am Beispiel von Bewertungsportalen für medizinische Behandlungsleistungen unter Berücksichtigung des "New Deal for Consumers"	-	Karsten Müller	Nomos	Baden-Baden	2021	-	9783848785988; 3848785986	1. Auflage	(Broschur : EUR 116.00 (DE))	413 Seiten	23 cm, 600 g	-	Schriften zum geistigen Eigentum und zum Wettbewerbsrecht ; Band 129	-	-	Dissertation; Westfälische Wilhelms-Universität Münster2021	Band	22,A12; 21,N44	340; 610	Bewertungsportal; Gesundheitswesen; Service provider; Verkehrssicherungspflicht; Unlauterer Wettbewerb; Haftung; Europäische Union	343.2407202854678; 343.4307202854678	https://d-nb.info/1244530786/04	http://deposit.dnb.de/cgi-bin/dokserv?id=d5e6ecf120ed48279e1228c7fa690657&prov=M&dok_var=1&dok_ext=htm	-	-
Die Haftung des Betriebsrats und seiner Mitglieder gegenüber Beratern : mit Aspekten zu Regressmöglichkeiten	-	Felicia von Grundherr	Nomos	Baden-Baden	2021	-	9783848786374; 3848786370	1. Auflage	(Broschur : EUR 92.00 (DE))	326 Seiten	23 cm, 480 g	-	Studien zum Arbeitsrecht ; Band 36	-	-	Dissertation; Bucerius Law School2021	Band	22,A12; 21,N44	340	Betriebsrat; Betriebsratsmitglied; Haftung; Unternehmensberater; Regress; D&O-Versicherung	344.43018733	https://d-nb.info/124453031X/04	http://deposit.dnb.de/cgi-bin/dokserv?id=b6ea506cfe9a41afad40ba1d1c94e9a6&prov=M&dok_var=1&dok_ext=htm	-	-
Vernehmungsverbote und Aussageverweigerungsrechte	-	Mag. Monia Krienzer, Rechtsanwaltsanwärterin	Linde	Wien	2021	-	9783707343168; 3707343162	-	(Broschur : EUR 29.00 (DE), EUR 29.00 (AT), CHF 50.70 (freier Preis))	XV, 120 Seiten	23 cm, 240 g	-	-	-	-	-	Band	22,A12; 21,N42	340	Vernehmung; Verbot; Aussagefreiheit; Zivilprozessrecht; Strafverfahrensrecht; Verwaltungsverfahrensrecht; Verwaltungsstrafrecht; Abgabenrecht; Finanzstrafrecht	347.436075; 345.436056	https://d-nb.info/1243189517/04	http://deposit.dnb.de/cgi-bin/dokserv?id=2969c61a4c9a4e5580c4c5a4b1bfeb8a&prov=M&dok_var=1&dok_ext=htm	-	-
Praxishandbuch unternehmensbezogene Geschäfte	-	Dr. Carsten Koller (Rechtsanwaltsanwärter), Assoz. Univ.-Prof. Dr. Thomas Wolkerstorfer (Institut für Unternehmensrecht, JKU Linz)	Linde	Wien	2021	-	9783707344660; 3707344665	-	(Broschur : EUR 48.00 (DE), EUR 48.00 (AT), CHF 82.50 (freier Preis))	XVI, 276 Seiten	23 cm, 530 g	-	-	-	-	-	Band	22,A12; 21,N42	340	Österreich; Handelsgeschäft	346.436065	https://d-nb.info/1243189312/04	http://deposit.dnb.de/cgi-bin/dokserv?id=157e99acb6174c668c21abb66eab79cf&prov=M&dok_var=1&dok_ext=htm	-	-
Internationale Nachlassabwicklung im Lichte des Europäischen Nachlasszeugnisses : zugleich eine rechtsvergleichende Betrachtung zu den Erbnachweisen im deutschen, österreichischen und europäischen Recht	-	Duy Tuong Huynh	Mohr Siebeck	Tübingen	2021	-	9783161609626; 316160962X	-	(Broschur : EUR 99.00 (DE))	XLII, 583 Seiten	24 cm, 938 g	-	Studien zum ausländischen und internationalen Privatrecht ; 475	-	Erscheint auch als: Online-Ausgabe	Dissertation; Heinrich-Heine-Universität Düsseldorf2021	Band	22,A12; 21,N42	340	Europäische Union; Europäisches Nachlasszeugnis; Erbschein; Einantwortung; Erbschaftserwerb; Rechtsvergleich	346.24052; 346.43052; 346.436052	https://d-nb.info/1243007044/04	http://deposit.dnb.de/cgi-bin/dokserv?id=118502fc70a740baa85bc4ada87f5242&prov=M&dok_var=1&dok_ext=htm	-	-
Starkregen - Rückstau - Überschwemmung : Handbuch einer ordnungsgemäßen Haus- und Grundstücksentwässerungsanlage zur Ableitung von Schmutz- und Regenwasser	-	von Uwe Kutter	Kommunal- und Schul-Verlag	Wiesbaden	2021	-	9783829317450; 382931745X	2. Auflage	(Broschur : EUR 29.90 (DE), EUR 30.80 (AT))	129 Seiten	20 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 21,N40	624; 690; 340	Gebäude; Grundstücksentwässerungsanlage; Abwasseranlage; Regenwasser; Starkregen; Überschwemmung; Abwasserableitung; DIN 1986; Versicherungsschutz; Baurecht	628.2; 696.13	https://d-nb.info/1242344055/04	http://deposit.dnb.de/cgi-bin/dokserv?id=5b26e92cb35543258bf0d48aaf93fe22&prov=M&dok_var=1&dok_ext=htm	-	-
Normen als tatsächliche Umstände : die sachrechtliche Berücksichtigung von Eingriffsnormen im anwendbaren Vertragsrecht	-	Alexander Kronenberg	Mohr Siebeck	Tübingen	2021	-	9783161610561; 3161610563	-	(Broschur : EUR 69.00 (DE))	XXI, 270 Seiten	23 cm, 438 g	-	Studien zum ausländischen und internationalen Privatrecht ; 476	-	Erscheint auch als: Online-Ausgabe	Dissertation; Universität zu Köln2021	Band	22,A12; 21,N40	340	Europäische Union; Eingriffsnorm; Ausland; Ordre public; Grundrecht	340.9094; 340.90943	https://d-nb.info/1242285695/04	http://deposit.dnb.de/cgi-bin/dokserv?id=a56f36f45d8b42c3b96523766ab6077b&prov=M&dok_var=1&dok_ext=htm	-	-
Schutzgesetzhaftung für fehlerhafte Rechnungslegung : Ansprüche Dritter gegenüber Kapitalgesellschaften und ihren Geschäftsleitern gem. § 823 Abs. 2 BGB bei Verstößen gegen Handelsbilanzrecht	-	Björn Schneider	Mohr Siebeck	Tübingen	2021	-	9783161606809; 3161606809	-	(Gewebe : EUR 99.00 (DE), EUR 101.80 (AT))	XXVI, 357 Seiten	24 cm, 720 g	-	95	-	Erscheint auch als: Online-Ausgabe	Dissertation; Justus-Liebig-Universität Gießen2020	Band	22,A12; 21,N40	340	Kapitalgesellschaft; Geschäftsführer; Handelsbilanz; Publizitätspflicht; Schutzgesetz; Unerlaubte Handlung; Außenhaftung; International Accounting Standards; International Financial Reporting Standards	346.430668	https://d-nb.info/1242192972/04	http://deposit.dnb.de/cgi-bin/dokserv?id=1eb0a417138e41a791cce10e79c3cae4&prov=M&dok_var=1&dok_ext=htm	-	-
Genetische Untersuchungen beim urteilsunfähigen Kind : eine persönlichkeitsrechtliche Betrachtung des totalrevidierten Bundesgesetzes über genetische Untersuchungen beim Menschen	-	Eva Schlumpf	Helbing Lichtenhahn Verlag	Basel	2021	-	9783719045258; 3719045250	-	(Broschur : EUR 75.00 (DE), EUR 75.00 (AT), CHF 68.00 (freier Preis))	XLIII, 268 Seiten	23 cm, 454 g	-	Gesundheitsrecht und Bioethik	-	-	Dissertation; Universität Zürich2021	Band	22,A12; 21,N39	340	Schweiz; Kind; Genanalyse; Urteilsfähigkeit; Persönlichkeitsrecht	344.494041; 346.494013083	https://d-nb.info/1241776148/04	-	-	-
Ausfuhrliste und EU-Dual-Use-Verordnung	-	-	Mendel	Bochum, Deutschland	2021	-	9783943011654; 3943011658	Anlage AL zur Außenwirtschaftsverordnung (AWV) vom 2.8.2013, zuletzt geändert durch Art. 2 der Ersten Verordnung zur Änderung des Außenwirtschaftsgesetzes und der Außenwirtschaftsverordnung vom 25.8.2021 (BAnz. AT 7.9.2021 V1), Verordnung (EU) 2021/821 vom 20.5.2021 (Neufassung) (ABI. (EU) L 206, S. 1 vom 11.6.2021)	(Broschur : EUR 19.90 (DE), EUR 20.50 (AT))	450 Seiten	25 cm, 870 g	-	Außenwirtschaftsreihe	-	-	-	Band	22,A12; 21,N39	340; 380	Deutschland; Ausfuhrliste	343.430870263	https://d-nb.info/1241684219/04	-	-	-
Eugen Huber als Richter 1883	-	Urs Fasel, Dr. iur., Fürsprecher und (Berner) Notar	Stämpfli Verlag	Bern	2021	-	9783727235863; 3727235861	-	(Broschur : circa EUR 89.20 (DE), circa EUR 91.80 (AT), circa CHF 78.00 (freier Preis))	XIV, 451 Seiten	23 cm, 757 g	-	Schriftenreihe zu Eugen Huber ; Band 21	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 21,N38	340	Huber, Eugen; Zivilrichter	346.4943200264; 340.092	https://d-nb.info/1241414211/04	-	-	-
Die Auswirkung von Umwandlungen auf die Verantwortlichkeit von Vorstand und Geschäftsführung	-	Marcel Mennemann	Nomos	Baden-Baden	2021	-	9783848785605; 3848785609	1. Auflage	(Broschur  : EUR 83.00 (DE))	296 Seiten	23 cm, 426 g	-	Studien zum Handels-, Arbeits- und Wirtschaftsrecht ; Band 195	-	-	Dissertation; Universität zu Köln2021	Band	22,A12; 21,N38	340	Aktiengesellschaft; GmbH; Gesellschaftsumwandlung; Vorstandsmitglied; Geschäftsführer; Entlastung; Organhaftung	346.4306642	https://d-nb.info/124113166X/04	http://deposit.dnb.de/cgi-bin/dokserv?id=cb8a85243d734c2bbe93b1342849af86&prov=M&dok_var=1&dok_ext=htm	-	-
Vergleichssummen in der Personalverrechnung	-	Stefan Pfoser, GPLB-Teamleiter, Österreichische Gesundheitskasse, Landesstelle OÖ	Linde	Wien	2021	-	9783707344554; 370734455X	-	(Broschur : EUR 29.00 (DE), EUR 29.00 (AT), CHF 50.70 (freier Preis))	XVI, 110 Seiten	23 cm, 240 g	-	-	-	-	-	Band	22,A12; 21,N37	650; 340	Lohnbuchführung; Vergleich; Ausgleichszahlung	657.74209436	https://d-nb.info/1240849621/04	http://deposit.dnb.de/cgi-bin/dokserv?id=36204c8f1ea844b89ad355ca9e8726bf&prov=M&dok_var=1&dok_ext=htm	-	-
Miteigentum an Grundstücken und einfache Gesellschaft : Studie zur Koordination der Art. 646 ff. ZGB und Art. 530 ff. OR	-	vorgelegt von Nicole Roth	sui generis	Zürich	2021	-	9783907297223; 3907297229	1. Auflage	(Broschur : EUR 70.00 (DE), EUR 72.00 (AT), CHF 60.00 (freier Preis))	XXVII, 141 Seiten	22 cm	-	Sui generis ; 022	-	-	Dissertation; Universität Zürich2021	Band	22,A12; 21,N35	340	Grundeigentum; Miteigentum; Einfache Gesellschaft	346.494042; 346.4940682	https://d-nb.info/1239843046/04	-	-	-
Die eingetragene Genossenschaft im Spektrum des Gesellschafts- und Verfassungsrechts	-	Jan Ralf Caßelmann	Cuvillier Verlag	Göttingen	2021	-	9783736974814; 3736974817	1. Auflage	(Festeinband : EUR 109.90 (DE), EUR 113.00 (AT))	XX, 299 Seiten	26 cm	-	-	-	-	Dissertation; Georg-August-Universität Göttingen2020	Band	22,A12; 21,N35	340	Genossenschaft; Gesellschaftsform; Verfassungsmäßigkeit	346.430668	https://d-nb.info/1239754825/04	-	-	-
Finanzmarktrecht	Finanzmarktrecht	[Österrreich] ; bearbeitet von Dr. Bernhard Egger, WKÖ - Bundessparte Bank und Versicherung	LexisNexis	Wien	2021	-	-	-	-	Bände	23 cm	-	Kodex des österreichischen Rechts	Vorauflagen in 4 Bänden	-	-	Band	22,A12	340	Europäische Union; Kapitalmarktrecht	346.4360920263; 346.240920263	-	-	-	-
Planung im Untergrund : Bewältigung von Nutzungskonflikten	Planung im Untergrund - Bewältigung potenzieller Nutzungskonflikte im Untergrund auf Grundlage des geltenden Fachplanungs- und Raumordnungsrechts	Alexander Herrfurth	Tectum Verlag	Baden-Baden	2021	-	9783828846708; 382884670X	-	(Broschur : EUR 78.00 (DE), EUR 80.20 (AT))	316 Seiten	21 cm, 507 g	-	Wissenschaftliche Beiträge aus dem Tectum Verlag ; Band 160. [...], Reihe Rechtswissenschaften	-	Erscheint auch als: Online-Ausgabe	Dissertation; Ruhr-Universität Bochum2021	Band	22,A12; 21,N33	340; 710	Unterirdisches Bauwerk; Carbon dioxide capture and storage; Druckluftspeicher; Wasserstoff-Speicher; Erdgasspeicher; Geothermik; Fachplanung; Raumordnungsrecht	346.43045	https://d-nb.info/1238806236/04	http://deposit.dnb.de/cgi-bin/dokserv?id=47d6139473f04985b7a74fb2b3980c9c&prov=M&dok_var=1&dok_ext=htm	-	-
ImmoWertV 2021 : das ist neu bei der Immobilienbewertung	-	Dipl.-Ing. Bernhard Bischoff REV	mgo fachverlage	Kulmbach	2021	-	9783964745002; 3964745006	1. Auflage	(Broschur : EUR 59.90 (DE), EUR 49.90 (DE) (Sonderpreis: Subskriptionspreis), EUR 61.60 (AT))	310 Seiten	24 cm	-	-	-	-	-	Band	22,A12; 21,N31	340	Deutschland	346.430437	https://d-nb.info/1237842298/04	-	-	-
