Titel	Werktitel	Verfasser	Verlag	Verlagsort	Erscheinungsjahr	Erscheinungstermin	ISBN	Auflage	Preis	Seiten	Maß	Begleitmaterial	Reihe	Fußnote	Parallele Ausgabe	Hochschulschriftenvermerk	Datenträger	Wochenverzeichnisnummer	DDC-Sachgruppe	Schlagworte	Vollständige DDC-Notation	Inhaltsverzeichnis	Inhaltstext	Links	Desiderat
Ewiger Schlaf	-	Tanja Neise	47North	Luxembourg	2020	-	-	-	-	-	19 cm	-	-	-	-	-	Band	22,A13	830; B	-	-	-	-	-	-
Paulʹ Celan : biohrafija junosti poeta	Paul Celan	Izraelʹ Chalfen	Vydavnyctvo "Knyhy - XXI"	Černivci	2020	-	9786176143017	Literaturno-chudožnje vydannja	(Festeinband)	255 Seiten	21 cm	-	-	-	-	-	Band	22,A13	830	Celan, Paul	831.914	https://d-nb.info/1243188731/04	-	-	-
Elogio de la estupidez	Lob der Dummheit	Jean Paul Richter ; traducción de Agustín Temes	sequitur	Madrid	2020	-	9788417930660	-	(Broschur : EUR 17.49)	108 Seiten	17 cm	-	-	-	-	-	Band	22,A13	830	-	-	-	-	-	-
The short story in German in the twenty-first century	-	edited by Lyn Marven, Andrew Plowman, and Kate Roy	Camden House	Rochester, New York	2020	-	9781640140462; 1640140468	-	(Festeinband : EUR 93.60)	vi, 345 Seiten	24 cm	-	Studies in German literature, linguistics, and culture	-	Erscheint auch als	-	Band	22,A13	830	Deutsch; Kurzgeschichte	833.0109	https://d-nb.info/1239936338/04	-	-	-
S fakelom v golove : istorija žizni 1921-1931	Die Fackel im Ohr	Ėlias Kaneti ; perevod s nemeckogo Alekseja Karelʹskogo	Izdatelʹstvo Rajchlʹ	Moskva	2020	-	9785604154748	-	(Broschur)	370 Seiten	21 cm	-	-	-	-	-	Band	22,A13	830	Canetti, Elias	838.91203	https://d-nb.info/1239756356/04	-	-	-
Skoven : kriminalroman	Im Wald	Nele Neuhaus ; oversat af Jacob Jonia	People'sPress	København	2020	-	9788770368056; 8770368058	1. udgave, 1. oplag	(Broschur : EUR 28.10)	548 Seiten	23 cm	-	-	-	-	-	Band	22,A13	830; B	-	-	-	-	-	-
Unwiderruflich letzte Vorstellungen : Roman in fünf Akten	-	Dieter Bachmann	Edition Voldemeer Zürich; De Gruyter	Zürich; Berlin	2020	-	9783110712315	-	(Broschur)	186 Seiten	21 cm	-	-	-	-	-	Band	22,A13	830; B	-	-	-	-	-	-
Comrades in arms : military masculinities in East German culture	-	Tom Smith	Berghahn	New York; Oxford	2020	-	9781789205558; 1789205557	-	(Festeinband : EUR 116.15)	x, 269 Seiten	24 cm	-	-	-	Erscheint auch als	-	Band	22,A13	791; 830; 300	Film; Literatur; Deutschland	791.43658109431	https://d-nb.info/1214449379/04	-	-	-
De aantekeningen van Malte Laurids Brigge	Die Aufzeichnungen des Malte Laurids Brigge	Rainer Maria Rilke ; vertaald en van een nawoord voorzien door Pim Lukkenaer	Astoria Uitgeverij	Benthuizen	2020	-	9789491618703	Derde geheel herziene uitgave	(Broschur : EUR 17.49)	170 Seiten	22 cm	-	-	-	-	-	Band	22,A13	830; B	Schriftsteller; Dänen	-	-	-	-	-
Het raam	Das Fenster	Gerhard Rühm ; uit het Duits vertaald door Erik de Smedt	Uitgeverij Vleugels	[Bleiswijk]	2020	-	9789493186019; 9493186016	-	(Broschur)	46 ungezählte Seiten	21 cm	-	-	Titel auf dem Buchrücken	-	-	Band	22,A13	830; B	-	-	-	-	-	-
Die Wikinger von Vinland	-	Smilla Johansson	Sternensand Verlag	Zürich	2020	-	-	-	-	-	21 cm	-	-	-	-	-	Band	22,A13	830; B	-	-	-	-	-	-
Band des Zyklus Die Lordrichter	-	-	Edel Germany GmbH	Hamburg	2020	-	-	-	-	-	21 cm	-	Atlan; Edition Perry Rhodan	-	-	-	Band	22,A13	830; B	-	-	-	-	-	-
Bernrieder ermittelt	-	Olaf Maly	Zeilenfluss	München	2020	-	-	-	-	-	21 cm	-	-	-	-	-	Band	22,A13	830; B	-	-	-	-	-	-
Transkulturelle Hermeneutik	-	herausgegeben von Michael Fisch und Christoph Schmidt	Weidler Buchverlag	Berlin	2020	-	-	-	-	-	22 cm	-	Beiträge zur transkulturellen Wissenschaft	Band 2 herausgegeben von Michael Fisch und Amir Engel	-	-	Band	22,A13	830	Deutsch; Literatur; Interkulturalität	830.93552	-	-	-	-
Reifeprüfung 3.0 : ein Neustart in den besten Jahren	-	Gwendy Teufel, Carola Lustig	Topicus	Luxembourg	2020	-	9782496704952; 249670495X	Deutsche Erstveröffentlichung	(Broschur : EUR 9.99 (DE), EUR 7.99 (DE) (Subskriptionspreis bis 11.01.2021))	247 Seiten	19 cm, 290 g	-	-	-	-	-	Band	22,A13; 20,N38	830; B	-	-	https://d-nb.info/1217492291/04	-	-	-
Ewiger Schlaf : Morgaines Erbe : Roman	-	Tanja Neise	47North	Luxembourg	2020	-	9782496704709; 2496704704	Deutsche Erstveröffentlichung	(Broschur : EUR 9.81 (DE), EUR 7.99 (DE) (Subskriptionspreis bis 07.12.2020))	310 Seiten	19 cm, 381 g	-	-	-	-	-	Band	22,A13; 20,N31	830; B	-	-	-	-	-	-
Zitronenduft und zarte Küsse : Roman	-	Lotte Römer	Montlake	Luxembourg	2020	-	9782496704402	Deutsceh Erstveröffentlichung	(Broschur)	255 Seiten	19 cm, 280 g	-	-	-	-	-	Band	22,A13; 20,N27	830; B	-	-	-	-	-	-
Von Liebe berührt : Roman	-	Ellen McCoy	Montlake Romance	Luxembourg	2020	-	9782496703238; 2496703236	Deutsche Erstveröffentlichung	(Broschur : circa EUR 9.99 (DE))	283 Seiten	19 cm, 349 g	-	Verliebt in Wales	-	-	-	Band	22,A13; 20,N27	830; B	-	-	-	-	-	-
Liebesbriefe für Fortgeschrittene : Roman	-	Emma Martin	Montlake	Luxembourg	2020	-	9782496705270; 2496705271	Deutsche Erstveröffentlichung	(Broschur : circa EUR 9.99 (DE))	326 Seiten	19 cm, 395 g	-	-	-	-	-	Band	22,A13; 20,N27	830; B	-	-	-	-	-	-
Das schwarze Gold des Südens : Roman	-	Tara Haigh	Tinte & Feder	Luxembourg	2020	-	9782496705706	Deutsche Erstveröffentlichung	(Broschur)	477 Seiten	19 cm, 553 g	-	-	-	-	-	Band	22,A13; 20,N27	830; B	-	-	-	-	-	-
Das Bild der Vergangenheit : Roman	-	Noa C. Walker	Tinte & Feder	Luxembourg	2020	-	9782496704105; 2496704100	Deutsche Erstveröffentlichung	(Broschur : circa EUR 9.99 (DE))	361 Seiten	19 cm, 390 g	-	-	-	-	-	Band	22,A13; 20,N20	830; B	-	-	-	-	-	-
Der nahende Sturm : Roman	-	Ellin Carsta	Tinte & Feder	Luxembourg	2020	-	9782496702576	Deutsche Erstveröffentlichung	(Broschur)	393 Seiten	19 cm, 230 g	-	Die Hansen-Saga	-	-	-	Band	22,A13; 20,N20	830; B	-	-	-	-	-	-
Wunderjahre : was wir wurden : Roman	-	Izabelle Jardin	Tinte & Feder	Luxembourg	2020	-	9782496701555; 2496701551	Deutsche Erstveröffentlichung	(Broschur : circa EUR 9.99 (DE))	379 Seiten	19 cm, 280 g	-	Die Warthenberg-Saga	-	-	-	Band	22,A13; 20,N20	830; B	-	-	-	-	-	-
Im Bann der magischen Insel : Roman	-	Nora Berger	Tinte & Feder	Luxembourg	2020	-	9782496703528; 249670352X	Deutsche Erstveröffentlichung	(Broschur : circa EUR 9.99 (DE))	465 Seiten	19 cm, 540 g	-	-	-	-	-	Band	22,A13; 20,N12	830; B	-	-	-	-	-	-
Der Ahorn und das rote Land : die Breitenbach Saga : Roman	-	Mina Baites	Tinte & Feder	Luxembourg	2020	-	9782919806409; 2919806408	Deutsche Erstveröffentlichung	(Broschur : circa EUR 9.99 (DE))	344 Seiten	19 cm, 200 g	-	-	-	-	-	Band	22,A13; 20,N11	830; B	-	-	-	-	-	-
Die geheimnisvollen Gärten der Toskana : Roman	-	Anja Saskia Beyer	Tinte & Feder	Luxembourg	2020	-	9782496703856; 2496703856	Deutsche Erstveröffentlichung	(Broschur : circa EUR 9.99 (DE))	280 Seiten	19 cm, 340 g	-	-	-	-	-	Band	22,A13; 20,N11	830; B	-	-	-	-	-	-
Zum schwarzen Mond	-	Nicole Schuhmacher	Sternensand	Zürich	2020	-	9783038961291	1. Auflage	(Broschur)	374 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A13; 20,N11	830; B	-	-	-	-	-	-
Der leise Weg des Glücks : Roman	-	Julia C. Werner	Tinte & Feder	Luxembourg	2020	-	9782496703436; 2496703430	Deutsche Erstveröffentlichung	(Broschur : EUR 9.99 (DE), EUR 7.99 (DE) (Subskriptionspreis bis 08.06.2020))	297 Seiten	19 cm, 344 g	-	-	-	-	-	Band	22,A13; 20,N04	830; B	-	-	-	-	-	-
Autumn & Leaf : Fantasy	-	J.K. Bloom	Sternensand	Zürich	2020	-	9783038961093	1. Auflage	(Broschur)	448 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A13; 19,N48	830; B	-	-	-	-	-	-
Extended Rosei	-	Alexandra Millner (Hg.)	Ritter	Klagenfurt; Graz; Wien	2020	-	9783854156086; 3854156081	-	(Broschur : EUR 18.90 (DE), EUR 18.90 (AT))	263 Seiten	21 cm, 480 g	-	Ritter Literatur	-	-	-	Band	22,A13; 19,N47	830	Rosei, Peter; Prosa	833.914	https://d-nb.info/1199447846/04	-	-	-
Neue Wege! : Poetikvorträge österreichischer Autor/inn/en	-	Johann Georg Lughofer (Hg.) ; mit Fotos von Bernhard Hinz	EAS, Edition Art Science	St. Wolfgang	2019	-	9783902864932; 3902864931	-	(Broschur)	283 Seiten	22 cm	-	Poetikvorträge in Ljubljana ; Band 2	-	-	-	Band	22,A13	830; B	-	-	https://d-nb.info/1238172261/04	-	-	-
Ecrits autobiographiques 1789-1815	-	Johann Wolfgang Goethe ; traduit de l'allemand par Jacques Porchat ; traduction révisée, compétée et annotée par Jacques Le Rider	Bartillat	Paris	2019	-	9782841006724; 2841006727	-	(Broschur : EUR 14.00)	LXXXI, 550 Seiten	18 cm	-	Omnia poche	Bibliogr. p. [527]-532. Index	-	-	Band	22,A13	830	Goethe, Johann Wolfgang von	838.603	https://d-nb.info/1209959747/04	-	-	-
Já už budu hodná	Ich will brav sein	Clara Weiss ; přeložila Taťána Jurkovičová	Dobrovský s.r.o	Praha	2019	-	9788073909895; 8073909898	-	(Festeinband)	383 Seiten	21 cm	-	Knihy Omega	-	-	-	Band	22,A13	830; B	-	-	-	-	-	-
Der Fluch der sechs Prinzessinnen : Diamantkäfig : Märchen	-	Regina Meissner	Sternensand Verlag	Zürich	2019	-	9783906829982	2. Auflage	(Broschur)	400 Seiten	21 cm	-	-	-	-	-	Band	22,A13; 18,N28	830; B	-	-	-	-	-	-
In der Stille die Freiheit : das bewegte Leben der Prinzessin Alice von Griechenland, Prinzessin von Battenberg, Mutter von Prinz Philip, Duke of Edinburgh, 1885-1969 : historische Romanbiografie	-	Silke Ellenbeck	DeBehr	Radeberg	2019	-	-	Erstauflage	-	2 Bände	21 cm	-	-	-	-	-	Band	22,A13	830; B	-	-	-	-	-	-
Planet	-	Tilo Fritzsche	NOEL-Verlag	Oberhausen/Oberbayern	2019	-	-	Originalausgabe	-	-	21 cm	-	-	-	-	-	Band	22,A13	830; B	-	-	-	-	-	-
Apokryphen-Reihe	-	B. Movie	acabus; Lindwurm Verlag	Hamburg	2019	-	-	-	-	-	21 cm	-	-	-	-	-	Band	22,A13	830; B	-	-	-	-	-	-
Sternenlicht	Sternenlicht(Science-fiction)	-	Saphir im Stahl	Bickenbach	2019	-	-	-	-	-	18 cm	-	-	-	-	-	Band	22,A13	830; B	-	-	-	-	-	-
In der Stille die Freiheit : Geburt, Kindheit, Jugend und die Jahre bis 1922	-	-	DeBehr	Radeberg	2019	-	9783957537140; 3957537142	Erstauflage	(Broschur : EUR 14.95 (DE), EUR 15.40 (AT))	484 Seiten	-	-	-	-	-	-	Band	22,A13; 19,N47	830; B	-	-	https://d-nb.info/1199629367/04	-	-	-
"Trau Dich, die Tür zu öffnen" : 43 junge Autorinnen und Autoren schreiben	-	Lit.Eifel e.V. und das Literaturhaus der Eifelgemeinde Nettersheim (Hg.)	Barton Verlag	Weilerswist	2019	-	9783934648296; 3934648290	Erste Auflage	(Broschur : EUR 10.00 (DE), EUR 10.30 (AT))	121 Seiten	23 cm	-	Eifeler Jugendliteraturpreis ; 2019	-	-	-	Band	22,A13; 19,N45	830; B	-	-	https://d-nb.info/1198326514/04	-	-	-
Die Korffs	-	Michael Wallner	Piper	München	2019	-	-	Ungekürzte Taschenbuchausgabe	-	-	19 cm	-	-	Band 3 als Originalausgabe bezeichnet	-	-	Band	22,A13	830; B	-	-	-	-	-	-
Lachertorten - mit Schlag! : das Beste aus dreißig Jahren Lachprogrammen	-	Miguel Herz-Kestranek	Ibera Verlag	Wien	2019	-	9783850523868; 3850523861	1. Auflage	(Festeinband : circa EUR 24.90 (DE), circa EUR 24.90 (AT), circa CHF 32.00 (freier Preis))	383 Seiten	23 cm, 679 g	-	-	-	-	-	Band	22,A13; 19,N26	830; B	-	-	https://d-nb.info/1188835521/04	-	-	-
Smercʹ u Venecyi : vybranyja navely i apavjadanni	Erzählungen	Tomas Man ; peraklad z njameckaŭ Uladzimira Papkoviča	Vydavec A.M. Januškevič	Minsk	2018	-	9789857165872	-	(Festeinband)	388 Seiten	22 cm	-	Seryja "Noblesse Oblige	Lizenz des Verlag S. Fischer, Frankfurt am Main	-	-	Band	22,A13	830; B	-	-	https://d-nb.info/1198239948/04	-	-	-
Singapore dream and other adventures : travel writings from an Asian journey	Aus Indien	Hermann Hesse, author of Siddhartha ; translated by Sherab Chödzin Kohn	Shambhala Publications, Inc	Boulder, Colorado	2018	-	9781611805895; 1611805899	First edition	(Broschur : EUR 17.50)	xvii, 141 Seiten	22 cm	-	-	-	-	-	Band	22,A13	830; 910	Hesse, Hermann	838.91203	https://d-nb.info/1172521549/04	-	-	-
Elfenwächter : Weg der Magie : Fantasyroman	-	Carolin Emrich	Sternensand Verlag	Zürich	2018	-	9783038960003	1. Auflage	(Broschur)	328 Seiten	21 cm	-	Sternensand Fantasy	-	-	-	Band	22,A13; 18,N27	830; B	-	-	-	-	-	-
Der Fluch der sechs Prinzessinnen	-	Regina Meißner	Sternensand Verlag	Zürich	2018	-	-	-	-	-	21 cm	-	Sternensand Fantasy	-	-	-	Band	22,A13	830; B	-	-	-	-	-	-
Elfenwächter	-	Carolin Emrich	Sternensand Verlag	Zürich	2017	-	-	-	-	3 Bände	21 cm	-	-	Band 3 erscheint in der ungezählten Reihe "Sternensand Fantasy"	-	-	Band	22,A13	830; B	-	-	-	-	-	-
Geschichten des Dreißigjährigen Krieges	-	Jörg Olbrich	acabus	Hamburg	2017	-	-	-	-	6 Bände	21 cm	-	-	-	-	-	Band	22,A13	830; B	-	-	-	-	-	-
Hourglass wars : Roman	-	Nika S. Daveron	In Farbe und Bunt	Essen	2015	-	-	Originalausgabe	-	3 Bände	19 cm	-	Phantastische Welten	-	-	-	Band	22,A13	830; B	-	-	-	-	-	-
Vorlesungen zur deutschen Literaturgeschichte	-	Hans-Wolf Jäger ; herausgegeben von Holger Böning	edition lumière	Bremen	2015	-	-	-	-	11 Bände	22-23 cm	-	-	-	-	-	Band	22,A13	830	Deutsch; Literatur	830.9	-	-	-	-
Alexander-Gerlach-Reihe	-	Wolfgang Burger	Piper	München; Zürich; Berlin	2014	-	-	Ungekürzte Taschenbuchausgabe	-	-	19 cm	-	-	Band 17 ohne Angabe: ungekürzte Taschenbuchausgabe	-	-	Band	22,A13	830; B	-	-	-	-	-	-
Ren Dhark - Weg ins Weltall	-	herausgegeben von Hajo F. Breuer	Unitall; HJB Verlag & Shop KG	Salenstein, Schweiz; Mühlhausen-Ehingen; Bonn; Köln	2006	-	-	Erstveröffentlichung	-	-	19-20 cm	-	-	Ab Band 52 herausgegeben von Ben B. Black; Ab Band 92 herausgegeben von Anton Wollnik	-	-	Band	22,A13	830; B	-	-	-	-	-	-
Gedanken über die Gestalt der Erde : oder Fonton Freemassons Abenteuer	Tanckar om jordens skapnad eller Fonton Freemassons äfwentyr	Johan Krook ; übersetzt, herausgegeben, kommntiert und mit einem Nachwort von Klaus Müller-Wille unter Mithilfe von Dominika Mutter, Philipp Theison und Michael Wittweiler	Wehrhahn Verlag	Hannover	2021	-	9783865258434; 3865258433	1. Auflage	(Festeinband : EUR 22.00 (DE), EUR 22.70 (AT))	274 Seiten	18 cm, 310 g	-	Weltraumreisen ; Band 3	-	-	-	Band	22,A13; 21,N42	839; B	-	-	https://d-nb.info/1243192119/04	-	-	-
Figures d’enfance : représentations de l’enfant dans la littérature française des XVIIe et XVIIIe siècles	-	Sophia Mehrbrey	Universitätsverlag Winter	Heidelberg	2022	-	9783825349189; 3825349187	-	(Festeinband : EUR 78.00 (DE))	497 Seiten	24 cm, 933 g	-	Studien zur europäischen Kinder- und Jugendliteratur ; Band 11	-	-	Dissertation; Universität Rouen2019	Band	22,A13; 22,N02	840	Französisch; Literatur; Kind	840.93523	https://d-nb.info/1249019613/04	http://deposit.dnb.de/cgi-bin/dokserv?id=d1ba8a0898544e2dbf00baa8d1f8deb0&prov=M&dok_var=1&dok_ext=htm	-	-
Alles spricht : Roman	Lei	Nicolò Targhetta ; aus dem Italienischen von Verena von Koskull	Verlag Antje Kunstmann	München	2022	-	9783956145070; 3956145070	-	(Festeinband : EUR 22.00 (DE), EUR 22.70 (AT))	284 Seiten	20 cm, 375 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A13; 21,N44	840; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=7ee12c9fffd74547b1c67224ec794f48&prov=M&dok_var=1&dok_ext=htm	-	-
Der Kurier des Zaren	Michel Strogoff	Jules Verne ; mit Günterr Sauer ; aus dem Französischen von Karl Wittlinger	Der Audio Verlag	Berlin	2022	-	9783742422514; 3742422510	Gekürzte Lesung	EUR 10.00 (DE) (freier Preis), EUR 10.30 (AT) (freier Preis), CHF 14.50 (freier Preis)	1 CD	-	-	Große Werke, große Stimmen	-	-	-	Audiodisk	22,A13; 21,N44	840; B	-	-	-	-	-	-
Das versunkene Dorf	Surface	Olivier Norek ; Krimi-Lesung mit Anke Reitzenstein ; aus dem Französischen von Alexandra Hölscher	Der Audio Verlag	Berlin	2022	-	9783742423573; 3742423576	Ungekürzte Lesung	EUR 20.00 (DE) (freier Preis), EUR 20.60 (AT) (freier Preis), CHF 28.90 (freier Preis)	1 CD	-	-	-	-	Erscheint auch als: Druck-Ausgabe	-	Audiodisk	22,A13; 21,N44	840; B	-	-	-	-	-	-
I shall bear witness : the diaries of Victor Klemperer 1933-41	Ich will Zeugnis ablegen bis zum letzten	abridged and translated from the German edition by Martin Chalmers	Weidenfeld & Nicolson	London	2021	-	9781474623179	-	(Broschur)	xxxviii, 636 Seiten	20 cm	-	-	-	-	-	Band	22,A13	943; 940; 840	Klemperer, Victor; Judenverfolgung	943.2142086092; 940.5318092	https://d-nb.info/1246941503/04	-	-	-
Mäander : Der König jenseits des Meeres	Le Roi au-delà de la mer	Jean Raspail ; übersetzt von Konrad Markward Weiß	Verlag Antaios	Steigra	2021	-	9783949041037	-	(Gewebe)	190 Seiten	22 cm	-	-	-	-	-	Band	22,A13	840; B	-	-	https://d-nb.info/1243268646/04	-	-	-
Grenzen und Brücken in der Romania : Beiträge zum 35. Forum Junge Romanistik in Innsbruck (18.-20. März 2019)	-	Jannis Harjus, Erica Autelli, Gabriele Hassler, Carmen Konzett-Firth, Stella Lange, Nora Zapf (edd.)	AVM.edition	München	2021	-	9783954771325; 3954771322	-	(Festeinband : EUR 42.00 (DE), EUR 43.20 (AT))	325 Seiten	22 cm	-	Forum Junge Romanistik ; 26	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A13; 22,N08	440; 840	Romanische Sprachen; Literatur; Grenzüberschreitung; Mehrsprachigkeit	440.04; 840.09	https://d-nb.info/1252089546/04	http://deposit.dnb.de/cgi-bin/dokserv?id=49c26d4ed2f8484887cac6e2d6ed6665&prov=M&dok_var=1&dok_ext=htm	-	-
Transdisciplinary Beckett : visual arts, music, and the creative process	-	Lucy Jeffery	ibidem-Verlag	Stuttgart	2021	-	9783838215846; 3838215842	-	(Broschur : EUR 59.90 (DE), EUR 61.50 (AT), CHF 70.40 (freier Preis))	338 Seiten	21 cm, 445 g	-	Samuel Beckett in company ; vol. 8	-	-	-	Band	22,A13; 21,N42	840	Beckett, Samuel; Erzähltechnik; Intermedialität	848.91409	https://d-nb.info/1243100729/04	http://deposit.dnb.de/cgi-bin/dokserv?id=237135be4cce47768b2a6bdb23e2aa46&prov=M&dok_var=1&dok_ext=htm	-	-
"Épouser la déesse": essais sur la femme, le surnaturel et l'hyperbole	-	Marc Rolland	Shaker Verlag	Düren	2021	-	9783844077308; 3844077308	-	(Broschur : EUR 26.80 (DE), EUR 26.80 (AT), CHF 33.60 (freier Preis))	302 Seiten	21 cm, 465 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A13; 21,N38	820; 840	Englisch; Französisch; Literatur; Frau; Übernatürliches Wesen; Mann	820.9375	https://d-nb.info/1241414866/04	-	-	-
La Colombiade (1756)	La Columbiade	Anne-Marie du Boccage	J.B. Metzler	Berlin, Germany	2021	-	9783662640654; 3662640651	Édition bilingue / établie et présentée par Ina Schabert	(Broschur : circa EUR 64.99 (DE), circa EUR 66.81 (AT), circa CHF 72.00 (freier Preis), circa EUR 60.74)	X, 463 Seiten	23 cm, 724 g	-	Die feministische Aufklärung in Europa	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A13; 21,N28	840; B	-	-	https://d-nb.info/1236768256/04	http://deposit.dnb.de/cgi-bin/dokserv?id=9373a269b3a6478a9afbfed63d177040&prov=M&dok_var=1&dok_ext=htm	-	-
Krieg als Opfer? : Franz Marc illustriert Gustave Flauberts "Legende des Heiligen Julian"	-	Cathrin Klingsöhr-Leroy und Barbara Vinken	Deutsches Forum für Kunstgeschichte; Fondation Maison des Sciences de l'Homme; Diaphanes	Paris; Zürich; Berlin	2021	-	9783035804508; 3035804508; 9782735127788	-	(Broschur : EUR 12.00 (DE), EUR 12.40 (AT), CHF 15.00 (freier Preis))	131 Seiten	21 cm, 235 g	-	Passarelles	-	-	-	Band	22,A13; 21,N21	840; B; 750	-	-	https://d-nb.info/1233963058/04	http://deposit.dnb.de/cgi-bin/dokserv?id=f6b826c71ea746dab53542bfd59d2682&prov=M&dok_var=1&dok_ext=htm	-	-
Tagebuch einer überaus glücklichen Geschiedenen : Roman	Diane demande un recomptage	Marie-Renée Lavoie ; aus dem kanadischen Französisch von Anja Mehrmann	Eichborn	Köln	2021	-	9783847900801; 3847900803	-	(Festeinband : EUR 18.00 (DE), EUR 18.50 (AT), CHF 24.50 (freier Preis))	302 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A13; 21,N17	840; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=11e82f78306243eea5b82ce90f639df2&prov=M&dok_var=1&dok_ext=htm	-	-
Schriften : Die naturalistische Ästhetik in Frankreich und ihre Auflösung : ein Beitrag zur systemwissenschaftlichen Betrachtung der Künstlerästhetik	-	René König ; herausgegeben und mit einem Nachwort versehen von Hans Peter Thurn	Springer VS	Wiesbaden, Germany	2021	-	9783658274627; 365827462X	2. Auflage	(Festeinband : circa EUR 64.99 (DE), circa EUR 66.81 (AT), circa CHF 72.00 (freier Preis))	X, 253 Seiten	25 cm, 565 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A13; 19,N30	700; 840	Ästhetik; Naturalismus; Französisch; Literatur	700.412094409041	https://d-nb.info/1190835592/04	http://deposit.dnb.de/cgi-bin/dokserv?id=4847b1ef979a4c618f28b16bf5728156&prov=M&dok_var=1&dok_ext=htm	-	-
Ragazzi di Vita	Ragazzi di vita	Pier Paolo Pasolini ; gelesen von Michael Rotschopf ; aus dem Italienischen von Moshe Kahn	speak low	Berlin	2022	-	9783948674106; 3948674108	Ungekürzte Lesung	EUR 20.00 (DE) (freier Preis), EUR 20.60 (AT) (freier Preis)	1 CD	-	-	-	-	-	-	Audiodisk	22,A13; 21,N50	850; B	Subkultur	-	-	-	-	-
Die göttliche Komödie	Divina commedia	Dante Alighieri ; mit Manfred Schradi ; aus dem Italienischen vonHermann Gmelin	Der Audio Verlag	Berlin	2022	-	9783742423627; 3742423622	Gekürzte Lesung	EUR 10.00 (DE) (freier Preis), EUR 10.30 (AT) (freier Preis), CHF 14.50 (freier Preis)	2 CDs	-	-	Große Werke - große Stimmen	-	-	-	Audiodisk	22,A13; 21,N44	850; B	-	-	-	-	-	-
Der schwärzeste Winter : ein Commissario-de-Luca-Krimi	L' inverno più nero	Carlo Lucarelli ; aus dem Italienischen von Karin Fleischanderl	Folio Verlag	Wien; Bozen	2021	-	9783852568362; 3852568366	-	(Broschur : EUR 20.00 (DE), EUR 20.00 (AT))	316 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A13; 21,N16	850; B	-	-	-	-	-	-
Handbuch Italienisch : Sprache - Literatur - Kultur : für Studium, Lehre, Praxis	-	herausgegeben von Antje Lobin und Eva-Tabea Meineke	Erich Schmidt Verlag	Berlin	2021	-	9783503177981; 3503177981	-	(Festeinband : EUR 129.00 (DE), EUR 109.00 (DE) (Subskriptionspreis bis 30.04.2021), EUR 132.70 (AT), EUR 112.10 (AT) (Subskriptionspreis bis 30.04.2021))	XIV, 690 Seiten	24 cm, 1130 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A13; 20,N46	450; 850; 910	Italianistik; Linguistik; Italienisch; Literatur; Landeskunde	450	https://d-nb.info/1220792152/04	-	-	-
Fußnoten (Buenos Aires, 2002, Berlin, 2005)	-	Silvana Franzetti ; aus dem argentinischen Spanisch von Silvana Franzetti, Tara Mauritz und Monika Rinck	hochroth	Berlin	2021	-	9783903182899	-	(Broschur)	36 Seiten	15 cm	-	-	-	-	-	Band	22,A13; 21,N38	860; B	-	-	-	-	-	-
Ànima	-	Íngrid Goset Sànchez	Europa ediciones	Madrid	2021	-	9791220111324	1. edició	(Broschur : EUR 9.90 (DE))	59 Seiten	21 cm	-	Dibujar Espacios	-	-	-	Band	22,A13; 21,N35	860; B	-	-	-	-	-	-
Susi	-	Kristian Álvarez Nielsen	Europa Ediciones	Madrid	2021	-	9791220111195	1. edición	(Broschur : EUR 12.90 (DE))	108 Seiten	21 cm	-	Edificar Universos	-	-	-	Band	22,A13; 21,N35	860; B	-	-	-	-	-	-
Destierros y destiempos : una revisión del exilio republicano español	-	Mario Martín Gijón/Chiara Francesca Pepe/José-Ramón López García (eds.)	Peter Lang	Berlin; Bern; Wien	2021	-	9783631853702; 363185370X	-	(Festeinband : EUR 39.95 (DE), EUR 41.10 (AT), CHF 47.00 (freier Preis))	176 Seiten	21 cm, 307 g	-	Estudios hispánicos en el contexto global ; volume 13	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A13; 21,N32	860	Spanisch; Exilliteratur	860.93552	https://d-nb.info/1238093671/04	http://deposit.dnb.de/cgi-bin/dokserv?id=cd9b46d0f87c47c28372e8ac754bf250&prov=M&dok_var=1&dok_ext=htm	-	-
Die nicht reklamierten Reste : lyrisches Handbuch des Übersetzens	-	Margarida Vale de Gato, aus dem Portugiesischen von Odile Kennel	hochroth	Berlin	2021	-	9783903182868	-	(Broschur)	50 Seiten	19 cm	-	-	-	-	-	Band	22,A13; 21,N26	860; B	-	-	-	-	-	-
