Titel	Werktitel	Verfasser	Verlag	Verlagsort	Erscheinungsjahr	Erscheinungstermin	ISBN	Auflage	Preis	Seiten	Maß	Begleitmaterial	Reihe	Fußnote	Parallele Ausgabe	Hochschulschriftenvermerk	Datenträger	Wochenverzeichnisnummer	DDC-Sachgruppe	Schlagworte	Vollständige DDC-Notation	Inhaltsverzeichnis	Inhaltstext	Links	Desiderat
Zum Glück genügt die Hälfte	-	Nora Northmann	Ludwig	Kiel	2021	-	9783869354149; 3869354143	1. Erstauflage	(Broschur : circa EUR 14.90 (DE), circa EUR 15.40 (AT))	240 Seiten	19 cm, 280 g	-	-	-	-	-	Band	22,A01; 21,N30	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=0dd1197a086e434fb198d4057678f6d9&prov=M&dok_var=1&dok_ext=htm	-	-
Middenmang : Geschichten un Riemels ton Smustern un Nadenken	-	Ralf Spreckels	Quickborn-Verlag	Hamburg	2021	-	9783876514857; 3876514851	-	(Broschur : circa EUR 8.80 (DE), circa EUR 9.10 (AT))	111 Seiten	18 cm	-	-	-	-	-	Band	22,A01; 21,N29	830; B	-	-	https://d-nb.info/1236925351/04	http://deposit.dnb.de/cgi-bin/dokserv?id=06d67cee62684e7fb46a8be4a9f88cbb&prov=M&dok_var=1&dok_ext=htm	-	-
Liebespreis der feinen Ladies : ein Lustspiel : nach dem Erfolgsstück "Der Triumph der guten Frauen" von Johann Elias Schlegel (1748)	-	Boris Preckwitz	Engelsdorfer Verlag	Leipzig	2021	-	9783969401897; 3969401895	-	(Broschur : EUR 10.00 (DE), EUR 10.30 (AT))	131 Seiten	19 cm	-	-	-	-	-	Band	22,A01; 21,N27	830; B	-	-	https://d-nb.info/1236479440/04	-	-	-
Die Nachricht, die in einem Loch im Boden gefunden wurde	-	Michael Kirchhofen	Europa Verlagsgruppe	Berlin	2021	-	9791220109444	-	(Broschur : EUR 15.90 (DE))	281 Seiten	21 cm	-	Universum	-	-	-	Band	22,A01; 21,N27	830; B	-	-	https://d-nb.info/1236358694/04	-	-	-
Pralinen des Todes : Kriminalroman : der erste Fall für Inspektor Neuner	-	Marie Anders	BRINKLEY Verlag	[Lengau]	2021	-	9783951989150; 3951989157	Überarbeitete Version	(Broschur : EUR 13.99 (DE), EUR 13.99 (AT))	406 Seiten	19 cm, 400 g	-	-	-	-	-	Band	22,A01; 21,N27	830; B	-	-	-	-	-	-
Die Chroniken der drei Kriege : Die Rückkehr des Seelenfressers	-	S.A. Lee	XOXO Verlag	Bremen	2021	-	9783967520910; 3967520919	-	(Broschur : EUR 12.90 (DE), EUR 13.30 (AT))	259 Seiten, 17 ungezählte Seiten	21 cm	-	High fantasy	-	-	-	Band	22,A01; 21,N27	830; B	-	-	-	-	-	-
Die Chroniken der drei Kriege : Weltendämmerung	-	S.A. Lee	XOXO Verlag	Bremen	2021	-	9783967520903; 3967520900	-	(Broschur : EUR 12.90 (DE), EUR 13.30 (AT))	336 Seiten	21 cm	-	High fantasy	-	-	-	Band	22,A01; 21,N27	830; B	-	-	-	-	-	-
Whisper in a bottle : Brennende Welt	-	Any Cherubim	Zeilenfluss	München, Deutschland	2021	-	9783967141306; 3967141306	-	(Broschur : EUR 12.00 (DE), EUR 12.40 (AT), CHF 25.00 (freier Preis))	333 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N26	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=8590f7a11b7c43fc98458cc9c9a73d11&prov=M&dok_var=1&dok_ext=htm	-	-
Wenn deine Seele ein Date mit meiner Seele hat	-	Gudrun Krec	Rediroma-Verlag	[Remscheid]	2021	-	9783985271887; 9783985270446; 3985271887	-	(Broschur : EUR 6.95 (DE), EUR 7.20 (AT))	74 Seiten	21 cm, 100 g	-	-	-	-	-	Band	22,A01; 21,N26	830; B	-	-	https://d-nb.info/1235840611/04	-	-	-
Poesie ist das Zauberwort	-	Theresa Dreßel	Rediroma-Verlag	[Remscheid]	2021	-	9783985271986; 3985271984	-	(Broschur : EUR 8.95 (DE), EUR 9.20 (AT))	147 Seiten	21 cm, 220 g	-	-	-	-	-	Band	22,A01; 21,N26	830; B	-	-	https://d-nb.info/1235839737/04	-	-	-
Schicksal gefunden	-	Jaqueline Huse	Rediroma-Verlag	[Remscheid]	2021	-	9783985271085; 3985271089	-	(Broschur : EUR 14.95 (DE), EUR 15.40 (AT))	414 Seiten	21 cm, 600 g	-	-	-	-	-	Band	22,A01; 21,N25	830; B	-	-	-	-	-	-
Tetragonium : Science Fiction Roman	-	Michael Maniura	Europa Verlagsgruppe	Berlin	2021	-	9791220109437	Originalausgabe	(Broschur : EUR 15.90 (DE))	284 Seiten	21 cm	-	Universum	Erstausgabe	-	-	Band	22,A01; 21,N25	830; B	-	-	https://d-nb.info/1235541355/04	-	-	-
Whisper in a bottle	-	Any Cherubim	Zeilenfluss	München, Deutschland	2021	-	-	-	-	-	21 cm	-	-	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Ist der stabile Mann : persönliche Geschichten aus einem stabilen Alltag	-	Jack Nuri	Karina-Verlag	Vienna	2021	-	9783966980876; 3966980878	2. überarbeitete Auflage	(Broschur : EUR 14.90 (DE), EUR 15.40 (AT), CHF 15.84 (freier Preis))	214 Seiten	19 cm	-	-	-	-	-	Band	22,A01; 21,N24	830; B	-	-	https://d-nb.info/123528297X/04	-	-	-
Jüdische Lebenswelten im Diskurs	-	Leyla Coşan, Mehmet Tahir Öncü (Hrsg.)	Logos Verlag Berlin	Berlin	2021	-	9783832553074; 383255307X	-	(Broschur : EUR 43.00 (DE), EUR 44.20 (AT))	278 Seiten	21 cm	-	Germanistik in der Türkei ; Band 10	-	-	-	Band	22,A01; 21,N24	830	Deutsch; Literatur; Juden	830.98924	https://d-nb.info/1235282414/04	http://deposit.dnb.de/cgi-bin/dokserv?id=ca6b7392230c4c58b250bdffa0cc84f5&prov=M&dok_var=1&dok_ext=htm	-	-
Kommissar Tann : Die Leiche im Hühnermoor : Krimi	-	Gisela Garnschröder	XOXO Verlag	Bremen	2021	-	9783967521177; 3967521176	Neuauflage	(Broschur : EUR 12.90 (DE), EUR 13.30 (AT))	259 Seiten	21 cm, 250 g	-	-	-	Erscheint auch als: Druck-Ausgabe; Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N24	830; B	-	-	-	-	-	-
Kommissar Tann : Der schwarze Biker	-	Gisela Garnschröder	XOXO Verlag	Bremen	2021	-	9783967520743; 3967520749	Neuauflage	(Broschur : EUR 12.90 (DE), EUR 13.30 (AT))	238 Seiten	21 cm, 250 g	-	-	-	Erscheint auch als: Druck-Ausgabe; Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N24	830; B	-	-	-	-	-	-
Kommissar Tann : Der Mord am Pulverbach	-	Gisela Garnschröder	XOXO Verlag	Bremen	2021	-	9783967521184; 3967521184	Neuauflage	(Broschur : EUR 12.90 (DE), EUR 13.30 (AT))	220 Seiten	21 cm, 200 g	-	-	-	Erscheint auch als: Druck-Ausgabe; Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N24	830; B	-	-	-	-	-	-
"hochverehrtes Publikum" : neue Beiträge zu Werk und Wirkung Kurt Tucholskys	-	-	Verlag Ille & Riemer	Leipzig; Weißenfels	2021	-	9783954200474; 3954200473	-	(Broschur : EUR 10.00 (DE), EUR 10.30 (AT))	108 Seiten	21 cm	-	-	-	-	-	Band	22,A01; 21,N23	830	Tucholsky, Kurt	838.91209	https://d-nb.info/1234482924/04	-	-	-
Unterm Arm die Odyssee : Gedichte	Unterm Arm die OdysseeDas Meer noch immer im Kopf	-	Dağyeli	[Berlin]	2021	-	9783935597623; 3935597622	Überarbeitete Neuauflage	(Festeinband : EUR 18.00 (DE), EUR 18.50 (AT))	143 Seiten	22 cm	-	-	-	-	-	Band	22,A01; 21,N21	830; B	-	-	-	-	-	-
Ihr Traum wurde zum Albtraum : Roman	-	Alberta Steiner	net-Verlag	Chemnitz	2021	-	9783957202956; 3957202957	Erste Auflage	(Broschur : EUR 14.00 (DE), EUR 14.40 (AT))	271 Seiten	19 cm, 271 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N21	830; B	-	-	-	-	-	-
Lost in hell : Gedichte	-	Kathy Zarnegin	Bucher	Hohenems; München; Zürich	2021	-	9783990185698; 3990185691	1. Auflage	(Festeinband : EUR 13.50 (DE), EUR 13.50 (AT), CHF 16.50 (freier Preis))	82 Seiten	20 cm	-	-	-	-	-	Band	22,A01; 21,N21	830; B	-	-	https://d-nb.info/1233939203/04	-	-	-
Plötzlich warst du da : durch dich	-	Ladyus	Paramon	Zug	2021	-	9783038306085	-	(Festeinband)	118 Seiten	21 cm	-	-	-	-	-	Band	22,A01; 21,N21	830; B	-	-	-	-	-	-
Lebhaft im Abgang : Tödliches & Tröstliches in 200 Gedichten	-	Frank Klötgen	Satyr	Berlin	2021	-	9783947106790; 3947106793	1. Auflage	(Festeinband : EUR 18.00 (DE), EUR 18.50 (AT))	191 Seiten	20 cm, 200 g	-	-	-	-	-	Band	22,A01; 21,N21	830; B	-	-	https://d-nb.info/1233750798/04	-	-	-
Krieg ohne Ende : ein fünfter Fall für Kommissar Michael Hoffmann : ein historischer Krimi aus Münster und dem westlichen Münsterland	-	Hans-Bernd Bunte	Anno-Verlag	Ahlen	2021	-	9783939256977; 3939256978	-	(Broschur : EUR 10.95 (DE), EUR 11.30 (AT))	170 Seiten	21 cm	-	-	-	-	-	Band	22,A01; 21,N20	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=f948f8ac56404de68abd46532665c654&prov=M&dok_var=1&dok_ext=htm	-	-
Im "Nachlass 'endlich' wiederentdeckt werden" : die Schriftsteller-Wissenschaftlerin Ingrid Kreuzer/Angelika Jakob	-	Kerstin Mertenskötter	Aisthesis	Bielefeld	2021	-	9783849817619; 384981761X	-	(Broschur : EUR 18.00 (DE), EUR 18.50 (AT), CHF 23.40 (freier Preis))	91 Seiten	23 cm	-	Aufgeblättert ; Bd. 6	-	-	-	Band	22,A01; 21,N20	830; 700	Kreuzer, Ingrid	838.91409	https://d-nb.info/1233530003/04	-	-	-
Ihr Radio hat eine wichtige Nachricht für Sie!	-	Eugen Egner	Verbrecher Verlag	Berlin	2021	-	9783957324962; 3957324963	Erste Auflage	(Festeinband : EUR 20.00 (DE), EUR 20.60 (AT))	177 Seiten	20 cm	-	-	-	-	-	Band	22,A01; 21,N20	830; B	-	-	https://d-nb.info/1233491202/04	-	-	-
Zwei gottlos schöne Füchslein : April bis September	-	-	pudelundpinscher	Wädenswil	2021	-	9783906061276	-	(Broschur : EUR 39.00 (DE), EUR 39.00 (DE), EUR 40.10 (AT), EUR 40.10 (AT), CHF 48.00 (freier Preis), CHF 48.00 (freier Preis))	345 Seiten	18 cm, 830 g	-	-	-	-	-	Band	22,A01; 21,N20	830; B	-	-	-	-	-	-
E.T.A. Hoffmann zum Vergnügen	-	herausgegeben von Claudia Liebrand	Reclam	Ditzingen	2021	-	9783150196526; 3150196523	-	(Broschur : EUR 6.00 (DE), EUR 6.20 (AT))	151 Seiten	15 cm	-	Reclams Universal-Bibliothek ; Nr. 19652	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N19	830; B	-	-	https://d-nb.info/1233131419/04	http://deposit.dnb.de/cgi-bin/dokserv?id=74fe45416033440a95c6de95987bf4d5&prov=M&dok_var=1&dok_ext=htm	-	-
Schweig! : Thriller	-	Judith Merchant	Kiepenheuer & Witsch	Köln	2021	-	9783462001334; 3462001337	1. Auflage	(Broschur : EUR 15.00 (DE), EUR 15.50 (AT))	346 Seiten	22 cm, 432 g	-	-	-	Erscheint auch alsOnline-Ausgabe; Erscheint auch als	-	Band	22,A01; 21,N19	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=f882a7fec3f64190b9b055bb2c71ab94&prov=M&dok_var=1&dok_ext=htm	-	-
Barbara stirbt nicht : Roman	-	Alina Bronsky	Kiepenheuer & Witsch	Köln	2021	-	9783462000726; 3462000721	1. Auflage	(Festeinband : EUR 20.00 (DE), EUR 20.60 (AT))	255 Seiten	20 cm, 315 g	-	-	-	Erscheint auch als: Tonträger-Ausgabe; Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N19	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=5c16963239f244618e9e0980689a5184&prov=M&dok_var=1&dok_ext=htm	-	-
Eine Relektüre der Romantik zwischen Ethik und Didaktik : postmoderne Relektüre mit didaktischem Bezug	-	Max Brinnich	J.B. Metzler	Berlin, Germany	2021	-	9783662634370; 3662634376	-	(Broschur : EUR 49.99 (DE), EUR 51.39 (AT), CHF 55.50 (freier Preis), EUR 46.72)	VII, 80 Seiten	24 cm, 152 g	-	Ethik und Bildung; Research	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N19	830; 100; 370	Schlegel, Friedrich von; Eichendorff, Joseph von; Hoffmann, E. T. A; Ethik; Ästhetik	833.609	https://d-nb.info/1232936847/04	http://deposit.dnb.de/cgi-bin/dokserv?id=1eefaa175132437bbf0a87d5bf2ce5d2&prov=M&dok_var=1&dok_ext=htm	-	-
Inspector Swanson und das Geheimnis der zwei Gräber : ein viktorianischer Krimi	-	von Robert C. Marley	Dryas	Hamburg	2021	-	9783948483647; 3948483647	1. Auflage	(Broschur : circa EUR 12.00 (DE), circa EUR 12.40 (AT))	289 Seiten	19 cm	-	Baker Street Bibliothek; Spannung viktorianisch	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N19	830; B	-	-	-	-	-	-
Von der Faszination ästhetischer Ideen und der Macht poetischen Denkens	-	Günter Blamberger	Brill | Wilhelm Fink	Paderborn, Deutschland	2021	-	9783770566570; 3770566572	-	(Festeinband : EUR 39.90 (DE), EUR 41.10 (AT))	243 Seiten	25 cm, 534 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N19	830	Deutsch; Literatur; Poetik; Kreativität; Tod; Jenseits; Gott	830.9384	https://d-nb.info/1232743011/04	http://deposit.dnb.de/cgi-bin/dokserv?id=b3b672a3b67f415b8cdd141f8f64c203&prov=M&dok_var=1&dok_ext=htm	-	-
Thinking in literature - on the fascination and power of aesthetic ideas	Von der Faszination ästhetischer Ideen und der Macht poetischen Denkens	Günter Blamberger ; translated by Joel Golb	Brill, Wilhelm Fink	Paderborn	2021	-	9783770566587; 3770566580	-	(Festeinband : EUR 39.90 (DE), EUR 41.10 (AT))	227 Seiten	24 cm, 522 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N19	830	Deutsch; Literatur; Poetik; Kreativität; Tod; Jenseits; Gott	830.9384	https://d-nb.info/1232742880/04	http://deposit.dnb.de/cgi-bin/dokserv?id=a8947a066e0748e59285979980a96e18&prov=M&dok_var=1&dok_ext=htm	-	-
Lachen als Ausweg aus der Ausweglosigkeit : zur Komik in der Historia von D. Johann Fausten	-	Josephine Stangler	Logos Verlag Berlin	Berlin	2021	-	9783832552022; 3832552022	-	(Broschur : EUR 38.00 (DE), EUR 39.10 (AT))	145 Seiten	24 cm	-	-	-	-	Dissertation; Humboldt-Universität Berlin2018	Band	22,A01; 22,H01; 21,N19	830	Faust; Komik	833.4	https://d-nb.info/1232741531/04	http://deposit.dnb.de/cgi-bin/dokserv?id=260fd5bf3fb8417797a017ef2306cd65&prov=M&dok_var=1&dok_ext=htm	-	-
Unentbehrlichkeit der Liebe : Gefährliche Abhängigkeit	-	Lilly Conen	Himmelstürmer Verlag	Binnen	2021	-	9783863619213; 3863619218	Originalausgabe	(Broschur : EUR 18.90 (DE), EUR 19.50 (AT))	328 Seiten	21 cm, 500 g	-	-	Zielgruppe - ab 12	-	-	Band	22,A01; 21,N18	830; B	-	-	-	-	-	-
Unentbehrlichkeit der Liebe : Kampf zurück ins Leben	-	Lilly Conen	Himmelstürmer Verlag	Binnen	2021	-	9783863619244; 3863619242	Originalausgabe	(Broschur : EUR 18.90 (DE), EUR 19.50 (AT))	360 Seiten	21 cm, 500 g	-	-	Zielgruppe - ab 12	-	-	Band	22,A01; 21,N18	830; B	-	-	-	-	-	-
Sea : die Lebenden und die, die sterben : Roman	-	Norbert Klugmann & Klaas Jarchow	KJM Buchverlag	Hamburg	2021	-	9783961941216; 3961941211	1. Auflage	(Festeinband : EUR 20.00 (DE), EUR 20.60 (AT), CHF 28.00 (freier Preis))	327 Seiten	22 cm	-	-	-	-	-	Band	22,A01; 21,N18	830; B	-	-	-	-	-	-
Freie Platzwahl : Essays	-	Carmine Chiellino	THELEM	Dresden	2021	-	9783959084642; 3959084641	-	(Broschur : EUR 24.80 (DE), EUR 25.50 (AT))	284 Seiten	21 cm	-	WortWechsel ; Bd. 22	-	-	-	Band	22,A01; 21,N18	830	Deutsch; Literatur; Interkulturalität	830.9920691	https://d-nb.info/1232511846/04	-	-	-
Die Schokoladenfabrik : Die Tochter des Apothekers : Roman	-	Rebekka Eder ; gelesen von Rebecca Madita Hundt	Aufbau audio	Berlin	2021	-	9783961054756; 3961054754	Ungekürzte Hörbuchfassung	EUR 14.01 (DE), EUR 14.99 (DE) (freier Preis), EUR 15.50 (AT) (freier Preis)	2 CDs	53 g	-	-	-	Erscheint auch als: Druck-Ausgabe; Erscheint auch als: Online-Ausgabe	-	Audiodisk	22,A01; 21,N18	830; B	-	-	-	-	-	-
Anton Mühlbauer : Ein langer Weg	-	U.N. Gohrmann	Rediroma-Verlag	Remscheid	2021	-	9783985271054; 3985271054	-	(Broschur : EUR 9.95 (DE), EUR 10.30 (AT))	206 Seiten	19 cm, 300 g	-	-	-	-	-	Band	22,A01; 21,N18	830; B	-	-	-	-	-	-
Der brennende See : Roman	-	John von Düffel	DuMont	Köln	2021	-	9783832165901	-	(Broschur)	318 Seiten	19 cm	-	-	-	Erscheint auch als: Druck-Ausgabe; Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N18	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=0694677a564f4e3db63dad842c870c21&prov=M&dok_var=1&dok_ext=htm	-	-
Gentzen oder: Betrunken aufräumen : Kalkülroman	Gentzen	Dietmar Dath	Matthes & Seitz Berlin	Berlin	2021	-	9783751800358; 3751800352	Erste Auflage	(Festeinband : circa EUR 26.00 (DE), circa EUR 26.80 (AT), circa CHF 33.40 (freier Preis))	604 Seiten	22 cm, 800 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N17	830; B	-	-	https://d-nb.info/1232013765/04	http://deposit.dnb.de/cgi-bin/dokserv?id=5c8809d7600d4089ac24ee8f4b839715&prov=M&dok_var=1&dok_ext=htm	-	-
Meine Weihnachtsgschichtli : [Band]	-	-	Echter	Würzburg	2021	-	9783429056346	1. Auflage	circa EUR 16.90 (DE), circa EUR 17.40 (AT)	111 Seiten	23 cm	-	-	-	-	-	Band	22,A01; 21,N17	830; B	-	-	https://d-nb.info/1231936096/04	-	-	-
Armer Heinrich, reicher Heinrich - deutscher Heinrich : die literarische Karriere eines Namens im neunzehnten Jahrhundert	-	Rebecca Richter	J.B. Metzler	Berlin, Germany	2021	-	9783662635476; 366263547X	-	(Broschur : circa EUR 54.99 (DE), circa EUR 56.53 (AT), circa CHF 61.00 (freier Preis), circa EUR 51.39)	IX, 243 Seiten	21 cm, 339 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N17	830	Heinrich; Deutsch; Literatur	830.9007	https://d-nb.info/1231930942/04	http://deposit.dnb.de/cgi-bin/dokserv?id=8980c93c89f04c81871aea4720ced9a1&prov=M&dok_var=1&dok_ext=htm	-	-
Was der Fall ist : Roman	-	Thomas Duarte	Lenos Verlag	Basel	2021	-	9783039250165; 3039250167	1. Auflage	(Festeinband : circa EUR 25.00 (DE), circa EUR 25.70 (AT), circa CHF 32.00 (freier Preis))	299 Seiten	20 cm	-	-	-	-	-	Band	22,A01; 21,N17	830; B	-	-	-	-	-	-
Apfelwelten	-	Christa Johanna Gundt	agenda Münster	Münster	2021	-	9783896887009; 3896887009	-	(Broschur : EUR 12.90 (DE), EUR 13.30 (AT))	118 Seiten	19 cm, 141 g	-	-	-	-	-	Band	22,A01; 21,N17	830; B	-	-	-	-	-	-
Shopping mit Frieda : alt und arm - und dennoch glücklich?	-	Margit Laue	Marzellen Verlag	Köln	2021	-	9783937795775; 3937795774	-	(Festeinband : EUR 12.95 (DE), EUR 13.40 (AT))	112 Seiten	22 cm	-	-	-	-	-	Band	22,A01; 21,N16	830; B	-	-	https://d-nb.info/1231671793/04	-	-	-
Der Bluthund	-	Robert: Jonas Minthe [und weitere] ; Buch Marc Gruppe	Titania Medien	Hilden	2021	-	9783785783849; 3785783841	-	EUR 7.55 (DE), EUR 8.99 (DE) (freier Preis), EUR 8.99 (AT) (freier Preis), CHF 12.90 (freier Preis)	1 CD	-	1 Booklet (4 ungezählte Seiten)	Gruselkabinett ; Folge 174	-	-	-	Audiodisk	22,A01; 21,N16	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=3a4e17df15234622b8dab685bb5a929a&prov=M&dok_var=1&dok_ext=htm	-	-
Magoi	-	Sebastian Breidbach, Dennis Ehrhardt ; Sprecher: Torben Liebrecht, Stephanie Kellner, Peter Kaempfe u.v.m	Lübbe Audio	Köln	2021	-	9783785757956; 3785757956	Originalfassung	EUR 6.64 (DE), EUR 7.90 (DE) (freier Preis), EUR 7.90 (AT) (freier Preis), CHF 11.50 (freier Preis)	1 CD	-	1 Booklet (8 ungezählte Seiten)	Sinclair underworld ; Folge 5	-	Erscheint auch als	-	Audiodisk	22,A01; 21,N16	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=29d4b7acfb4e430081d757c703242851&prov=M&dok_var=1&dok_ext=htm	-	-
Endstation Nordstadt : Kassel-Thriller	-	Nicole Braun	Gmeiner	Meßkirch	2021	-	9783839200254; 3839200253	1. Auflage	(Broschur : EUR 12.00 (DE), EUR 12.40 (AT))	282 Seiten	20 cm	-	-	-	Erscheint auch als: Druck-Ausgabe	-	Band	22,A01; 21,N16	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=b7a0816c7d3e4fccb922de04700f379c&prov=M&dok_var=1&dok_ext=htm	-	-
Rue de Paradis : Luc Verlains fünfter Fall : Roman	-	Alexander Oetker	Hoffmann und Campe	Hamburg	2021	-	9783455012125; 3455012124	1. Auflage	(Broschur : circa EUR 16.00 (DE), circa EUR 16.50 (AT), circa CHF 21.50 (freier Preis))	283 Seiten	21 cm, 388 g	-	Ein Aquitaine-Krimi	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N16	830; B	-	-	-	-	-	-
Nichts als Gutes : Grabreden	-	Stefan Slupetzky	Picus Verlag	Wien	2021	-	9783711721112; 3711721117	1. Auflage	(Festeinband : EUR 22.00 (DE), EUR 20.00 (AT))	158 Seiten	19 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N16	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=bf6e237abe7b4fe6ae36b575dfb99dde&prov=M&dok_var=1&dok_ext=htm	-	-
Playlist [durchgestrichen] : Psychothriller [durchgestrichen]	-	Sebastian Fitzek	Droemer	München	2021	-	9783426281567; 3426281562	Originalausgabe	(Festeinband : EUR 22.99 (DE), EUR 23.70 (AT))	395 Seiten	22 cm, 643 g	-	-	Im Titel sind die Worte "Playlist" und "Psychothriller" durchgestrichen	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N15	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=f371f91b6ec9422bb73fae53d0df26d3&prov=M&dok_var=1&dok_ext=htm	-	-
Pop ist tot : Roman	-	Thomas Mulitzer	Kremayr & Scheriau	Wien	2021	-	9783218012812; 3218012813	-	(Festeinband : EUR 20.00 (DE), EUR 20.00 (AT))	187 Seiten	21 cm	-	-	-	-	-	Band	22,A01; 21,N15	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=4a9d8478bc3c4a7ca915308d53854ceb&prov=M&dok_var=1&dok_ext=htm	-	-
Die Sehnsucht, der Junge und das Meer : eine magische Erzählung vom Fortgehen und Ankommen	Pablos Traum	Thomas Baschab	Wilhelm Heyne Verlag	München	2021	-	9783453630185; 3453630181	Taschenbuchausgabe, gekürzte und bearbeitete Neuauflage	(Broschur : EUR 10.00 (DE), EUR 10.30 (AT), CHF 14.15, CHF 14.50 (freier Preis))	142 Seiten	19 cm, 233 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N15	830; B	-	-	https://d-nb.info/1230764615/04	http://deposit.dnb.de/cgi-bin/dokserv?id=ad7b28849a2e4c41a3ecaaa74ad0b8e6&prov=M&dok_var=1&dok_ext=htm	-	-
Tour de mord : 25 kriminelle Kurzgeschichten im Alpenraum	-	Carola Christiansen, Mareike Fröhlich (Hg.)	Servus	Wals bei Salzburg, Österreich; München	2021	-	9783710403033; 3710403030	1. Auflage, deutsche Erstausgabe	(Broschur : EUR 14.00 (DE), EUR 14.00 (AT), CHF 20.50 (freier Preis))	348 Seiten	21 cm, 467 g	-	-	Buchumschlag: 25 Jahre Mörderische Schwestern	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N14	830; B	-	-	https://d-nb.info/123056540X/04	http://deposit.dnb.de/cgi-bin/dokserv?id=540518f5ce574b45b64490947c61ac96&prov=M&dok_var=1&dok_ext=htm	-	-
Friedhof der Badeenten und sieben andere Krimis für die Wanne	-	Sprecher: Luise Georgi und Alexander Pensel	Verlag Jens Koch	Chemnitz	2021	-	9783947409181; 3947409184	-	EUR 10.00 (DE) (freier Preis), EUR 10.30 (AT) (freier Preis)	1 CD	-	1 Booklet (8 ungezählte Seiten)	Edition Wannenbuch	-	-	-	Audiodisk	22,A01; 21,N14	830; B	-	-	-	-	-	-
Sturm über der Tuchvilla : Roman	-	Anne Jacobs	Blanvalet	München	2021	-	9783734107733; 3734107733	1. Auflage	(Broschur : EUR 12.00 (DE), EUR 12.40 (AT))	684 Seiten	19 cm, 551 g	-	-	-	Erscheint auch als: Online-Ausgabe; Erscheint auch als	-	Band	22,A01; 21,N13	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=a0273449c4b843b9991d62a9ec9b0073&prov=M&dok_var=1&dok_ext=htm	-	-
Ambivalent literary farewells to the German Democratic Republic : what is lost	-	John David Pizer	De Gruyter	Berlin	2021	-	9783110724080; 3110724081	-	(Festeinband : EUR 99.95 (DE) (freier Preis), EUR 99.95 (AT) (freier Preis))	VIII, 199 Seiten	24 cm, 434 g	-	Interdisciplinary German cultural studies ; volume 30	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N12	830	Deutsch; Literatur; Friedliche Revolution in der DDR; Wiedervereinigung; Deutschland	830.93584310879	https://d-nb.info/1229710450/04	-	-	-
Die kälteste Stunde	-	Dirk Rühmann	EPV Elektronik-Praktiker-Verlagsgesellschaft mbH	Duderstadt	2021	-	9783969010129; 3969010128	1. Aufl	(Broschur : EUR 8.95 (DE), EUR 9.20 (AT), CHF 11.00 (freier Preis))	188 Seiten	19 cm, 220 g	-	Harzkrimi	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N11	830; B	-	-	-	-	-	-
Das Obsidianherz : Roman	-	Ju Honisch	Edition Weltenschreiber	[Wiesenburg]	2021	-	9783944879956; 3944879953	2. überarbeitete Auflage	(Broschur : EUR 16.90 (DE), EUR 17.40 (AT))	701 Seiten	21 cm	-	-	-	-	-	Band	22,A01; 21,N09	830; B	-	-	-	-	-	-
