title|author|issue|DE-640|signature
Chancengleichheit qua Geburt?|Bultmann, Torsten|0|[]|Paed A 570: 81
William Kentridge, weighing...and wanting|Kentridge, William|0|[]|LI 99999 K37 S1
Mathematikus|0|1. Aufl., Dr. 1.|[]|0
Lollipop|0|1. Aufl.|[]|GB 3000 I L837 A
Textilia|Klein-Bednay, Ildikó|0|[]|ZE 85500 S349 -2
Wir gehen auf Bärenjagd|Rosen, Michael|12. Aufl.|[]|ED 5540 R813 W7 (12)
Heiligenlegenden in 5-Minuten-Geschichten|Langen, Annette|0|[]|BU 5000 L275
Demokratie in Deutschland|Detjen, Joachim|[Sekundarstufe II], Dr. A 1|[]|MB 2568 D481
Bildung im Kindergarten im internationalen Vergleich|Charnaut, Anouck|0|[]|Dipl 1860
Die Freibeuterstrategie|Bach, James Marcus|0|[]|Paed H 540: 191
Die Mühen der Ebene|Reinhold, Dorothee|0|[]|AP 31700 S358
Die heilsame Dimension des Bibliodramas|Näf, Eleonore|0|[]|BU 4150 N139
Wirtschaften im Haushalt|0|0|[]|QB 333 II H376 -1
Mittelpunkt B2|Daniels, Albert|1. Aufl., [Nachdr.]|[]|GB 3044 M685
Mathematik üben an Stationen|Wild, Ute|1. Aufl., 2. [Dr.], folgt der reformierten Rechtschreibung und Zeichensetzung|[]|0
"Mediation als Konfliktlösungsstrategie im kommunalen Bereich am Beispiel ""KoKo e.V. Freiburg"""|Czarzynski, Erwin|0|[]|Dipl 1557
Geschichte verstehen lernen|Gieth, Hans-Jürgen van der|1. Aufl.|[]|0
Wenn die weißen Riesenhasen abends übern Rasen rasen|Zakis, Ursula|0|[]|ED 5340 Z21
First choice|Littlejohn, Andrew|0|[]|HD 220 I F527 L -8
Nachhaltige Entwicklung - ein (zu) komplexer Inhalt für die Schule?|Melzer, Marieluise|0|[]|Bio F 630: 474
Einstellungsausprägungen von Biologielehrern|Neuhaus, Birgit|0|[]|Diss 2715
Wenn das Spiegelbild zur Qual wird|Ritter, Viktoria|0|[]|Psy K 110: 71
Critical pedagogy|Phipps, Alison M.|0|[]|DO 900 P573
Toben macht schlau!|Zimmer, Renate|Orig.-Ausg., 2. Aufl|[]|Paed G 650: 65
Körperwahrnehmung|Obrock, Martina|1. Aufl.|[]|Psy B 410: 84
Konstruktivistische Personalentwicklung|Röckelein, Christoph|0|[]|Paed O 600: 230 a
Zur Didaktik und Methodik des Grammatikunterrichts|Stammel, Hans|0|[]|GB 2956 S783
Kräuter & Gewürze aus dem eigenen Garten|Kreuter, Marie-Luise|12., völlig überarb. und erw. Aufl., (Neuausg.)|[]|ZC 38000 K92 (12)
Systemisches Wissensmanagement in einem mittelständischen Unternehmen|Schlicht, Frank|0|[]|Dipl 1523
Schulunternehmen - eine andere Form des Unterrichts|Geyer, Ronald|2., überarb. Aufl.|[]|DP 5100 G397 (2)
Das brennende Wort|Eizinger, Werner|0|[]|BU 4100 E36
One red dot|Carter, David A.|1. US ed.|[]|ED 5540 C323
Trois nocturnes|Debussy, Claude|[Taschenpartitur]|[]|LU 91708 T845
Grenzen überschreiten in Bildung und Schule|Krainz-Dürr, Marlies|0|[]|Paed A 570: 54
Bausteine Sprachbuch|0|[Baden-Württemberg, Neue Ausg.]|[]|GB 2980 I S766 -3(N)
School Wide Web|Dankwart, Martina|0|[]|Paed L 740: 25
Dialog 3000|Brill, Edith|0|[]|BG 3540 B857
Wie der Tiger zählen lernt|Janosch|Neu Arrangiert, 1. Aufl.|[]|ED 5540 J34 W6 (N)
Wir Kinder vom Bahnhof Zoo|F., Christiane|0|[]|Psy K 220: 119
Ann Jaramillo: La Línea|Kist, Heiko|1. Aufl.|[]|HD 216 K61
Spectrum|0|4th pr|[]|HD 245 C772 -9
Sachbuch Rassismus|Aegerter, Roland|2., aktualisierte und überarb. Aufl.|[]|MS 3300 A247 (2)
Über das Fernsehen|Bourdieu, Pierre|[Nachdr.]|[]|Komm E 720: 41
Zu mir, zu Dir, zu Gott|Volz, Heike|1. Aufl.|[]|BU 4100 V944
The good grammar book|Swan, Michael|0|[]|HD 220 S972 G6
Betriebswirtschaftslehre|0|195., neu bearb. Aufl.|[]|QB 333 II B564 (195)
deutsch.kombi|0|1. Aufl., 2. Dr|[]|GB 2996 II H934 L -1(N)
Sonne, Klon und Sterne|Figatowski, Bartholomäus|1. Aufl|[]|ED 3745 F471
Mensch unter Menschen und wie sie einander begegnen|Waszkewitz, Bernhard|0|[]|Psy E 700: 207
Hallo & Tschüss Musicals zum Anfang und Ende der Grundschulzeit|Horn, Reinhard|1. Aufl.|[]|LR 56985 H813
Das große Buch der Kinderkreuzwege|Gies, Wolfgang|0|[]|BU 4100 G455
Englisch betrifft uns|0|0|[]|ET 100 014,1
All the little ones - and a half|Murphy, Mary|0|[]|HG 831 M978 A4
Changing skies|0|1. publ.|[]|HD 220 III C456
Im Herzen der See|Philbrick, Nathaniel|1. Aufl.|[]|HU 9800 P545
Que(e)r durch die soziale Arbeit|Schütte-Bäumner, Christian|0|[]|Paed U 760: 106
Sie nahmen mir die Mutter und gaben mir ein Gewehr|Keitetsi, China|2. Aufl.|[]|MI 58094 K27 (2)
Themen neu|0|3. Aufl.|[]|GB 3044 T374 L -1/1(3)
Salto|Cadonau, Lucas Pepe|2. Aufl.|[]|Spo D 500: 23
Rosalenas Spiegel|Provoost, Anne|0|[]|GU 67463 R788
Deutsch denken, reden, schreiben|Lindemann, Klaus|1. Aufl.|[]|GB 2970 B423 -52
The beautiful game|Flinders, Steve|0|[]|Fre O 600: 17
Pocket stories|0|0|[]|HG 831 K83 -1
Christa Wolfs Medea|Hochgeschurz, Marianne|2. Aufl.|[]|GN 9932 H685 (2)
Archie Americana series|0|0|[]|ED 4120 G624 -9
Erzogen und unterrichtet in der Klosterschule|Gobiet, Maria|0|[]|Paed L 540: 21
Erlebnisorientiertes Arbeiten in der Personalentwicklung|Bauder, Frank|0|[]|Dipl 1725
King Richard III|Shakespeare, William|Bibliograph. erg. Ausg. 2010|[]|HI 3280 R511 (N)
Les autres|Ferney, Alice|0|[]|IH 91900 F364 A9
Learning English at school|Toohey, Kelleen|Reprint.|[]|HD 153 T668
Mimi, die Lesemaus|0|2., gemäß der Rechtschreibreform korr. u. überarb. Aufl.|[]|GB 3000 I M662 Z1 (2)
Cap maths|0|0|[]|0
A transactional perspective on teaching and learning|Garrison, D. Randy|0|[]|Psy G 800: 49
TeenDance|Ackermann, Anita|1. Aufl.|[]|BU 3200 A182
Bringing down the moon|Emmett, Jonathan|0|[]|ED 5540 E54
Vom eigenen Bild zum einfachen Text|Evans, Joy|1. Aufl|[]|GB 2982 E92 -3/4
Diskothek / Süddeutsche Zeitung|0|0|[]|CD 06/31,1980
Action strategies for deepening comprehension|Wilhelm, Jeffrey D.|9th print|[]|HD 205 W678
Spannende Experimente|Krekeler, Hermann|14. [Aufl.]|[]|ED 5430 K92 S7
Timesaver storyboard|Fletcher, Mark|0|[]|Fre O 590: 1
Schule schwänzen|Jung, Benjamin|0|[]|Dipl 1741
Educational assessment of students|Nitko, Anthony J.|3rd ed|[]|Paed H 470: 45
Johann Wolfgang Goethe, Die Leiden des jungen Werthers|Goethe, Johann Wolfgang von|0|[]|GK 3891 L527 R7
Projekt G|0|1. Aufl.|[]|MB 2552 II A923 -2
Strategien der Verdummung|Wertheimer, Jürgen|Orig.-Ausg., 5. Aufl.|[]|MS 1280 W499 (5)
Wir entdecken den Wald|Mennen, Patricia|0|[]|ED 5430 M547
Schreiben an russischen und deutschen Schulen|Ezhova-Heer, Irina|0|[]|GB 3053 E99
Provence|Zogbaum, Armin|Lizenzausg.|[]|ZE 77035 Z85
Literatur|Langermann, Detlef|0|[]|GB 2974 L276
A small tall tale from the far Far North|Sís, Peter|1st Farrar, Straus and Giroux ed., Sunburst ed|[]|ED 5540 S999 S6
Naturbildung und Naturakzeptanz|Trommer, Gerhard|0|[]|Bio F 630: 385
Le nouveau Pythagore|0|0|[]|0
Social interaction|Sherif, Muzafer|0|[]|Psy E 10: 76
Flash MX 2004 verständlich erklärt|Gräning, Tobias|1. Aufl|[]|EDV P 300: 1
Trois femmes puissantes|NDiaye, Marie|[Réimpr.]|[]|IH 67420 T845
Sold|McCormick, Patricia|First paperback edition|[]|Fre O 580: 301
La vie sociale des sons du fraņcais|Wioland, François|0|[]|ID 3400 W796
Analog synthesizers|Jenkins, Mark|0|[]|LR 11370 J52
"Eine kontinuierliche Betrachtung familiärer ""Kinderunterbringung"" über die Erfindung des ""Kinderzimmers"" und seine Ausstattung bis zu Beginn des 21. Jahrhunderts"|Jung, Jörg Bernhard Adolf|0|[]|Paed C 80: 22
Phonétique|0|0|[]|ID 1576 A164 L
King of kings|0|[Partitur]|[]|LT 12560 S759 -2
Wie sieht Gott eigentlich aus?|Fährmann, Willi|1. Aufl.|[]|BU 4850 F147
Diercke Grundschulatlas|0|0|[]|RB 10226 D563 G8
Wenn die Seele aus dem Takt gerät|Blitz, Erika|0|[]|Psy K 120: 97
Fernstudienprojekt zur Fort- und Weiterbildung im Bereich Germanistik und Deutsch als Fremdsprache - Teilbereich Deutsch als Fremdsprache|Müller-Jacquier, Bernd|[Nachdr.]|[]|GB 3028 M947
Kenntnisse in Deutsch als Zweitsprache erfassen|Hölscher, Petra|1. Aufl., [Nachdr.]|[]|GB 3041 H694
Kreativität in der Grundschule erfolgreich fördern|Kirchner, Constanze|Dr. A 1|[]|Paed H 530: 23
Bewegungsangebote im Wochenplan|Rips, Diane|2. Aufl.|[]|Spo B 190: 17 a
Das Mathebuch|0|0|[]|0
Schüler werden Pausenhelfer|Verlemann, Stefan|0|[]|Paed L 500: 104
John Maynard|Fontane, Theodor|1. Aufl.|[]|ED 5540 F679
Große Klassik für kleine Hörer|0|0|[]|CD 13/87-99 B
Der Schlüssel zum Tao Te King|Herzig, Roger|0|[]|BE 8240 H582
Structuring drama work|Neelands, Jonothan|2. ed.|[]|HD 218 N378 (2)
Ratlose Patienten?|Stroth, Silke|1. Aufl.|[]|Psy K 50: 123
Wortlisten|0|11. Aufl.|[]|GB 2982 B185 W9 -5(11)
Bewusster leben durch autogenes Training und richtiges Atmen|Müller, Else|Vollst. überarb. Neuausg.|[]|Psy L 240: 169
Kinder ins Zentrum einer Hochschule für pädagogische Berufe|Wehlend, Gabriele|1. Aufl.|[]|Paed S 630: 17
em Abschlusskurs|0|2. Aufl., [Nachdr.] - 2002.|[]|GB 3044 P451 (2)
Architektur von Entwicklungsumwelten|Petmecky, Andrea|0|[]|Psy C 110: 60
Best of canons and rounds|Turner, Barrie Carson|0|[]|LT 12540 T944
DeutschProfi|0|1. Aufl., unveränd. Nachdr.|[]|GB 2996 II D755 L -2
Nahes, fernes Afrika|Pakulat, Dorothee|4. Aufl.|[]|Paed M 70: 30
Inside out|0|1. publ., repr.|[]|HD 220 III I59
Haushalt und Technik|0|0|[]|ZG 9000 III H376
Wien|Eder, Christian|3. Aufl.|[]|RK 80012 E22 (3)
Erfassung kognitiver Fähigkeiten im Säuglingsalter|Pahnke, Janna|0|[]|Psy C 150: 123
Quetzalcoatl|Mitton, Jean-Yves|0|[]|ED 4120 M685 -6
Maria Montessori und ihre Pädagogik|Frey, Andreas|0|[]|Paed B 150: 150 d
Sommergewitter|Dunker, Kristina|Orig.-Ausg.|[]|GE 6918 D919 S6
Kolibri|0|Dr. A,1|[]|LR 56942 K95 -1/2
Klara & Theo - Das letzte Hindernis|0|0|[]|GB 3056 K63 L6
Gesundheitliche Auswirkungen schulischen Unterrichts|Siemens, Bärbel|0|[]|Paed H 340: 57
First choice|Littlejohn, Andrew|0|[]|HD 220 I F527 -5
Übungsbuch Hirnleistungstraining|Kasten, Erich|3., durchges. Aufl.|[]|Psy G 300: 159
Wonderful wild animals|Kenshole, Fiona|1. publ.|[]|HG 832 K36 W8
Forschung zur Heimerziehung|Gabriel, Thomas|0|[]|Diss 2603
The political brain|Westen, Drew|0|[]|MG 70070 W525
Bibelarbeit im 1. und 2. Schuljahr|Rischbeck, Claudia|1. Auflage|[]|BU 4150 R595
Labor der Lüste|Küppers, Günter|1. Aufl.|[]|LC 17000 K95
Langenscheidt Kurzgrammatik Deutsch|Fleer, Sarah|0|[]|0
Betrifft Mensch und Umwelt|Class, Karin|0|[]|ZE 70000 B564 M5 A -9/10
Kommunikation und Kommunikatives Handeln|Wate, Lothar|0|[]|Komm B 100: 7 ,1
Vocabulary and language teaching|Carter, Ronald|1. publ., 9. impr.|[]|HD 201 C324
Ein Geheimnis|Grimbert, Philippe|1. Aufl., [Nachdr.]|[]|IH 91900 G861 G3
Finger spielen - Hände tanzen|Kreusch-Jacob, Dorothée|3. Aufl.|[]|LR 56985 K92 F4 (3)
Analyse von Lernkulturen als Basis für Kompetenzentwicklung|Schmidle, Simone|0|[]|Dipl 1900
Familie und Schule in der Gesellschaft der Zukunft|Bauer, Frank-Volkhard|Orig.-Ausg., 1. Aufl|[]|MS 1290 B344
Bildungsgeschichte, -n|Albrecht, Wilma|0|[]|GB 2910 A341
Schlangen|Mattison, Christopher|0|[]|Bio D 660: 32
Jo-Jo - Lesebuch|0|1. Aufl., [Nachdr.]|[]|GB 3000 I J74 L -3(N)
Diercke geography for bilingual classes|0|[Nachdr.]|[]|HD 245 II H711 L -1
The international classroom|Cecchetto, Vittorina|0|[]|Paed W 250: 237
Fara und Fu|0|Dr. A, [Nachdr.] - 2000.|[]|GB 3000 I F219 Z2
Abschlussprüfung Englisch  Klasse 9 Hauptschule Baden-Württemberg|0|1. Aufl.|[]|HD 190 A164 E5
Off-Road-Kids|Bouws, Christina|0|[]|Paed E 950: 65 ,36
Cram101 Textbook Outlines to accompany: Red, white, and black|Nash, Gary B.|4th ed|[]|HU 9800 N248
Mathématiques|0|2. éd.|[]|0
Les contes du miroir|Rivais, Yak|0|[]|IH 77900 C761
Reformpädagogische Erfahrungen der Landerziehungsheime von Hermann Lietz und ihre Bedeutung für aktuelle Schulentwicklungsprozesse|Littig, Peter|0|[]|Paed C 650: 85
Zur Diagnose von LehrerInnen|Eckert, Thomas|0|[]|Dipl 1778
First choice|Littlejohn, Andrew|0|[]|HD 220 I F527 L -3
"""Jewish monopoly capitalists"""|Bröning, Michael|0|[]|NB 9500 B865
Schulzeitverkürzung und Bildungschancen|Ludwig, Heidrun|0|[]|Paed L 100: 284
Interpretationsgefechte|Tennert, Falk|0|[]|MG 15460 T297
Grzimeks Tierleben|0|0|[]|Bio D 2: 13,10
Bildung? Brauchen wir nicht, wir haben Abitur!|Reif, Franz-Gerhard|0|[]|Paed F 500: 230
"Das Modell ""Mittelschule"""|Olechowski, Richard|0|[]|Paed L 150: 55
Understanding cultural differences|Hall, Edward Twitchell|22. [print.]|[]|QG 010 H175
English G 21, B|0|1. Aufl.|[]|HD 220 II B111 L3 -4
Neue Formen der Bürgerbeteiligung|Kachel, Werner|0|[]|MG 22075 K11
Round the corner and away we go|Gonzol, David|0|[]|LT 56975 G643
Tote Mädchen lügen nicht|Asher, Jay|6. Aufl.|[]|HU 9800 A825 (6)
Fundamentals of adult education|Poonwassie, Deo H.|1. ed.|[]|Paed P 10: 87
The Beatles guitar|Lennon, John|0|[]|LS 78040 B369 L5
Der Schein der Weisen|Beck-Bornholdt, Hans-Peter|4. Aufl.|[]|Psy B 430: 89
Das Ausland|Albertine|0|[]|MA 17/125
Deutschstunden|0|1. Aufl.|[]|MA 16/77
Life Long Learning - Studieren im Alter|Sagebiel, Felizitas|0|[]|Paed P 800: 96
Dewey's empirical theory of knowledge and reality|Shook, John R.|1. ed.|[]|Paed D Dew 1: 41
Winter|Marsden, John|0|[]|HQ 2999 M364
Englischspiele für die Grundschule|Bartl, Almuth|1. Aufl.|[]|HD 162 B289
Focus on the language classroom|Allwright, Dick|Digital print.|[]|ES 860 A442
Qualitätskontrolle im Kindergarten?|Franken, Bernd|2., unveränd. Aufl.|[]|Paed G 820: 27
eñe A2|0|1. Aufl.|[]|IM 1501 E99 L -2
"""Malka Mai"" im Unterricht"|Böhmann, Marc|0|[]|GB 2976 B671
Global Issues|Sampedro, Ricardo|1. publ., [repr.]|[]|HD 219 S192
Gerechtigkeit|Rosecker, Michael|0|[]|Phil C 450: 129
Mathehaus|0|1. Aufl., - 2004.|[]|Math O 200: 76 A,1
Kinder brauchen Wurzeln|Gebauer, Karl|0|[]|Psy C 100: 43
Entwicklung eines Selbstmanagement-Trainingsprogramms für Menschen in Selbsthilfegruppen mit bipolaren Störungen|Scheidhauer, Heike|0|[]|Diss 2714 ,1
Sunshine|0|1. Aufl.|[]|HD 220 I S958 L -2
Sachunterricht|Dechant, Mona|2. Aufl.|[]|Paed M 70: 28 ,1/2 c
Rätsel im Chemieunterricht|Rössel, Hannelore|3., überarb. Aufl.|[]|Che H 500: 12 b
The three laws of motion|Funk, Tara|0|[]|HG 832 F982
Achtung Verachtung|Beyeler, Rahel|0|[]|NB 9000 B573 -1/4
Ein Fall für Alex Rider|Horowitz, Anthony|[Nachdr.]|[]|HN 9990 H816 E1
Pippi im Park|Lindgren, Astrid|0|[]|ED 5540 L745 P6
Stormbreaker|Johnston, Antony|1. ed.|[]|HD 240 J72
Computerspielwelten|Pias, Claus|0|[]|Diss 2587
Rumänien und Republik Moldau|Remus, Joscha|2., komplett aktualisierte Aufl.|[]|RP 40012 R391 (2)
"Themenheft ""Winter"""|Schmidt, Eva-Maria|1. Aufl.|[]|Paed K 700: 220
Die paar Kröten!|Rusch, Regina|2. Aufl.|[]|GE 6918 R951 (2)
A color of his own|Lionni, Leo|[repr.]|[]|HG 831 L763
Pusteblume - das Sachbuch|Kraft, Dieter|Neubearb., [Hamburg, Hessen, Nordrhein-Westfalen, Saarland, Schleswig-Holstein, Grundschule], Dr. A|[]|Paed M 150: 203,1 A
Das Pestalozzidorf Gladbeck|Just, Britta|0|[]|Paed L 170: 119
Le cahier de Leïla|Goby, Valentine|0|[]|IH 91900 G575
Materialien-Handbuch Geschichte|Wilmes, Hermann|0|[]|NB 8500 W743 -8/1
Wir waren dabei|Richter, Hans Peter|16. Aufl.|[]|GE 6918 R535 (16)
Sechs physikalische Fingerübungen|Feynman, Richard P.|Ungekürzte Taschenbuchausg.|[]|Phy A 10: 138
Kindesmisshandlung|Richter, Bernd|0|[]|Psy E 300: 137
Michael Ende, Momo|Michaelis, Christiane|1. Aufl.|[]|GN 4451 M621
Deutsch mit Grips|Zalan-Szablyar, Anna|1. Aufl., [Nachdr.]|[]|GB 3044 G868 -3
Primo Fibel|0|[Nachdr.]|[]|GB 3000 I P953 A
Rechnen - Knobeln - Produktiv üben|Royar, Thomas|1. Aufl.|[]|Math N 810: 16
Culture and pedagogy|Alexander, Robin J.|Reprint.|[]|Paed E 100: 198
Bien dicho!|0|3. ed.|[]|IM 1500 P654
It was a dark and silly night ...|Spiegelman, Art|0|[]|ED 4120 S755 I8
Geschichte erforscht und vermittelt|Guiton, Raymond J.|0|[]|NB 8100 H891 G9
Grzimeks Tierleben|0|0|[]|Bio D 2: 13,6
Familien brauchen mehr als Geld|0|0|[]|Paed G 860: 90
Super M|0|1. Aufl.|[]|Math O 200: 84 L,1 a
Literacy coaching|Moxley, Dale E.|0|[]|HD 205 M937
Histoire de France|Mathiex, Jean|Ed. 03, nouv. éd. revue et mise à jour|[]|ID 1597 M431 (2)
Einsatz des Internets in der beruflichen Weiterbildung,pädagogische Überlegungen....|Schäfer, Dirk|0|[]|Dipl 1445
Wie liest man eine Schaltung?|Benda, Dietmar|13., vollst. überarb. Aufl.|[]|ZN 5400 B458 (13)
Max Frisch|Müller-Salget, Klaus|[Nachdr.]|[]|GN 4602 M947 M4
Möglichkeiten der Schulsozialarbeit im Bereich der Hauptschule|Battke, Constanze|0|[]|Dipl 1506
The learning garden|Gaylie, Veronica|0|[]|Bio F 700: 40
Die schönsten Turnstunden für Kinder im Vor- und Grundschulalter|Schaffner, Karin|5., aktualisierte Aufl.|[]|Spo B 300: 72 c
Wolves|Gravett, Emily|1. U.S. ed|[]|Fer O 780: 273
Ce que nous savons des jeunes|Pugeault-Ciccheli, Catherine|1. éd.|[]|MS 2150 P978
Das Zahlenbuch|Moser Opitz, Elisabeth|1. Aufl., - Nachdr.|[]|Math O 300: 127 HK,1
Evaluation des Trainingsraumprogramms nach Balke an einer baden-württembergischen Hauptschule|Seidl, Benjamin|0|[]|Dipl 1792
Jugend im Nationalsozialismus|Bartoletti, Susan Campbell|zweite, überarbeitete Auflage, Lizenzausgabe|[]|NQ 2260 B292 (L2)
Erläuterungen zu Lyrik der Klassik|Blecken, Gudrun|1. Aufl.|[]|GK 2051 B646
Das Auer-Lesebuch|0|1. Aufl., 2. Dr.|[]|GB 3000 I A924 -3
Wolkenpiraten|Oppel, Kenneth|0|[]|HQ 5999 O62 W8
Erzähl mal was!|Claussen, Claus|4. Aufl.|[]|GB 2984 C616 (4)
Mit eigenen Worten|0|1. Aufl., Dr. A2|[]|GB 2980 II E34 A -2
Zoologische Miniaturen|Hess, Jörg|0|[]|Bio D 20: 1 ,2
Deutsch vernetzt|0|0|[]|GB 2996 II V532 A -8
Cambridge practice tests for IELTS|0|1. publ., 10. print.|[]|HD 190 J25
Meister Eckhart im Dialog mit dem Buddhismus|Rapp, Rune Christian|0|[]|Dipl 1490
Pingpong neu|0|1. Aufl., [Nachdr.] - 2003.|[]|GB 3044 P653 -3(N)
Music in the school|Mills, Janet|0|[]|LR 56940 M657
Unterrichtsmethoden Sekundarstufe|Schumann, Wolfgang|Sonderausg.|[]|Paed H 600: 75 ,2007
Pratiques oulipiennes|Moncond'huy, Dominique|0|[]|ID 1570 M738
Public health and the risk factor|Rothstein, William G.|0|[]|MS 6200 R847
Gingerbread|Ransom, Daphne|repr.|[]|HD 172 R212
Werke|Ausländer, Rose|2. Aufl|[]|GN 2890 M987 (2)
Spielzeug und Spielgeräte|Grünebaum, Gabriele|1. Aufl.|[]|Paed B 950: 99
Berufliche Schulen im Museum|0|0|[]|Paed O 240: 70
Training im Kinder- und Jugendtennis|Grosser, Manfred|2., überarb. Aufl.|[]|Spo C 260: 78 a
Römische Antike|Tewes-Eck, Roswitha|[Nachdr.]|[]|0
Das Recht auf Bildung - Die Rechte des Kindes|Martini, Anna Maria|0|[]|MD 4700 M386
Joel und Ethan Coen|Thoma, Alexander|0|[]|Dipl 1457
Jo-Jo|0|1. Auflage|[]|Paed M 170: 3 A,3
Tipps für Kinderfussball|Bischops, Klaus|4., überarb. Aufl.|[]|Spo C 160: 69 a
Fenster nach Europa|Seebauer, Renate|0|[]|Paed W 250: 256
Story world|0|1. publ., [Reprint].|[]|HG 831 V149 L -1/2
Teaching and learning science|0|2. ed., repr.|[]|Nat B 800: 48 ,3/4
Empirische Untersuchungen zu Bedingungen der Umwelterziehung|Erten, Sinan|0|[]|Bio F 630: 402
Hommes et femmes|Dewandre, Paul|[Nachdr.]|[]|MS 3200 D515
Johannes XXIII|Guerriero, Elio|1. Aufl.|[]|BO 6855 G935
Experimentieren mit Forschersinn|König, Heike|1. Aufl|[]|Nat B 700: 31
Wissen und Bildung in der modernen Gesellschaft|Gräbe, Hans-Gert|0|[]|Paed F 50: 52
Der institutionelle Beitrag zur Entstehung primärer und sekundärer Herkunftseffekte|Stahl, Nicola|0|[]|Paed A 600: 41
Entwicklung eines diagnostischen Verfahrens zur Erfassung sozialer Kompetenz bei Grundschülern|Bichlmaier, Susanne|0|[]|Psy G 530: 13
Basic determinants of specific learning disabilities in reading|Lachmann, Thomas|1. Aufl.|[]|Psy G 610: 237
Peter Pan|Barrie, James M.|0|[]|HD 176 B275
Kraftfahrzeugmechatronik|Staudt, Wilfried|1. Aufl.|[]|ZO 4250 S798
On est heureux comme ca!|Perrin Debock, Kareen|0|[]|ID 1175 P458
Frauenradsport|Soeder-Richter, Christiane|1. Aufl.|[]|Spo C 900: 147
Preparing teachers for a changing world|Darling-Hammond, Linda|1. ed.|[]|Paed S 100: 101
Let's go|0|0|[]|HD 220 II G573 L -1
Flickflack|0|1. Aufl|[]|GB 2996 I F621 -2
La civilisation, ma mère! ...|Chraibi, Driss|[Nachdr.]|[]|IH 27960 C582 (N)
Für jedes Kind|Christiansen, Sabine|1. Aufl|[]|MK 7900 C555
Improvisation und Theater|Johnstone, Keith|6. Aufl.|[]|AP 51600 J73 (6)
Unternehmen Deutsch - Aufbaukurs|Braunert, Joerg|1. Aufl., [Nachdr.]|[]|GB 3054 B825 L
Ökonometrische Querschnittsanalysen zum Ernährungsverhalten in Deutschland|Gedrich, Kurt|1. Aufl|[]|LC 17015 G296
Hallo, da bin ich!|0|1. Aufl.|[]|GB 3044 H192 L -2
Grundlagen der Volkswirtschaftslehre|Seidel, Horst|24. Aufl., gültig ab der 22. Aufl. des Lehrbuches.|[]|QC 072 S458 Z (24)
3-malig|Weylandt, Dorothee|0|[]|HB Didaktische Mediothek
Kompetenzorientierter Religionsunterricht|Kessler, Mathias|Ausgabe Baden-Württemberg|[]|BU 6400 N383 -3/2
Clara Grunwald und Maria Montessori|Stiller, Diana|0|[]|Paed B 150: 163
Mathbu.ch|0|3. Aufl., Nachdr.|[]|0
Understanding expertise in teaching|Tsui, Amy B. M.|1. publ.|[]|HD 158 X8
Testing for language teachers|Hughes, Arthur|2. ed., 5th print|[]|ES 767 H893
Integration von Menschen mit geistiger Behinderung|Hilger, Michaela|0|[]|Dipl 1932
Kritik der zynischen Vernunft|Sloterdijk, Peter|16. [Aufl.].|[]|Phil R 100 S 3: 3,2
Morton Rhue, Ich knall euch ab!|Große Holthaus, Simone|0|[]|GB 2976 G878
Handbook of material culture|Tilley, Christopher Y.|0|[]|LC 10000 T576
Living & more - Wohnen|Schönhuth, Peter|0|[]|ZE 82000 J35
Die Bedeutung kultureller Wertestudien für die interkulturell-globale Bildung|Rutschmann, Ralf|0|[]|Dipl 1579
Hellwach und entspannt|Maschwitz, Rüdiger|0|[]|BU 4850 M395
Deutsche Parabeln|Billen, Josef|bibliograph. erg. Ausg.|[]|GE 6896 B597
Staunen - Lernen|Schulte-Janzen, Annemarie|0|[]|Paed M 30: 87
Das weite Land|Hagen, Oddmund|0|[]|ED 5540 H143
"""Was nützt die Liebe im Virtuellen?"""|Burda, Silke|0|[]|Diss 2768 a
Richtig Schreiben|Spiegel, Ute|1. Aufl.|[]|GB 2966 S755 R5
Establishing mentoring in Europe|Nöbauer, Herta|0|[]|MS 3050 N763
Understanding earth|Press, Frank|4. ed.|[]|RB 10121 P935 (4)
Mathe live|0|1. Aufl.|[]|Math O 300: 129 L,8
The practice of English language teaching|Harmer, Jeremy|3. ed., completely rev. and updated, 5. impr.|[]|HD 150 H287 (3)
Mittelpunkt C1|Lanz, Monika|1. Aufl., [Nachdr.]|[]|GB 3044 M669 L
Mit der Bibel groß werden|Frey, Astrid|0|[]|BU 4050 F893
Contes, Charles Perrault|Tronc, Hélène|0|[]|IF 8430 T852
Der Erwachsenenbildner als Führungsperson eigener Art|Leinweber, Stephan|0|[]|Paed P 550: 54
Auer-Deutschbuch|0|1. Aufl.|[]|GB 2996 II A917 A -5
Jeunes en danger|Assailly, Jean-Pascal|0|[]|MS 2400 A844
The story of the Incredible Hulk|Teitelbaum, Michael|1. American ed.|[]|HD 240 T265
Improving students' team and personal skills|Bradford, Michael|0|[]|MA 20/102
Inside out|0|1. publ.|[]|HD 220 III I59 A
Mathematik üben - 2. Schuljahr|Faulhaber, Anja|0|[]|Math O 700: 120 ,2
Stimmt's?|Haupt, Evemarie|4., überarb. Aufl|[]|Paed T 800: 164
"Lektürehilfen Günter Grass, ""Katz und Maus"""|Pasche, Wolfgang|3. Aufl.|[]|GN 5052 P279 (3)
